_MEMBER_MyList,_LogP_MyList,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-5.4,GO:0000303,response to superoxide,M1,1,0
1,-3.4,R-MMU-199977,ER to Golgi Anterograde Transport,M1,1,0
1,-2.4,GO:0001910,regulation of leukocyte mediated cytotoxicity,M1,1,0
1,-2.1,GO:1904358,positive regulation of telomere maintenance via telomere lengthening,M1,1,0
1,-8,GO:0009205,purine ribonucleoside triphosphate metabolic process,M1,1,0
1,-2.4,GO:1905153,regulation of membrane invagination,M1,1,0
1,-3.5,R-MMU-445989,TAK1 activates NFkB by phosphorylation and activation of IKKs complex,M1,1,0
1,-4.4,R-MMU-77305,Beta oxidation of palmitoyl-CoA to myristoyl-CoA,M1,1,0
1,-2.3,GO:0001959,regulation of cytokine-mediated signaling pathway,M1,1,0
1,-2.8,GO:0002366,leukocyte activation involved in immune response,M1,1,0
1,-3.9,GO:0051607,defense response to virus,M1,1,0
1,-4.8,WP1269,Fatty Acid Beta Oxidation,M1,1,0
1,-7.2,R-MMU-8949613,Cristae formation,M1,1,0
1,-2.8,GO:0002706,regulation of lymphocyte mediated immunity,M1,1,0
1,-3.7,GO:0033013,tetrapyrrole metabolic process,M1,1,0
1,-2.7,R-MMU-1169408,ISG15 antiviral mechanism,M1,1,0
1,-3.2,R-MMU-5696398,Nucleotide Excision Repair,M1,1,0
1,-2.3,GO:0040013,negative regulation of locomotion,M1,1,0
1,-4.3,ko04216,Ferroptosis,M1,1,0
1,-2.9,ko01230,Biosynthesis of amino acids,M1,1,0
1,-2.7,GO:1903409,reactive oxygen species biosynthetic process,M1,1,0
1,-2.4,GO:1901136,carbohydrate derivative catabolic process,M1,1,0
1,-22,R-MMU-68949,Orc1 removal from chromatin,M1,1,0
1,-2,GO:0043648,dicarboxylic acid metabolic process,M1,1,0
1,-2.4,GO:0030335,positive regulation of cell migration,M1,1,0
1,-8.3,R-MMU-156827,L13a-mediated translational silencing of Ceruloplasmin expression,M1,1,0
1,-2.5,GO:0097300,programmed necrotic cell death,M1,1,0
1,-2.1,ko03320,PPAR signaling pathway,M1,1,0
1,-2,R-MMU-73887,Death Receptor Signalling,M1,1,0
1,-4.5,GO:0033108,mitochondrial respiratory chain complex assembly,M1,1,0
1,-23,R-MMU-1236975,Antigen processing-Cross presentation,M1,1,0
1,-2,ko04120,Ubiquitin mediated proteolysis,M1,1,0
1,-3.3,GO:0002224,toll-like receptor signaling pathway,M1,1,0
1,-5.2,ko05169,Epstein-Barr virus infection,M1,1,0
1,-3,GO:0045577,regulation of B cell differentiation,M1,1,0
1,-2.1,ko05150,Staphylococcus aureus infection,M1,1,0
1,-25,R-MMU-446652,Interleukin-1 family signaling,M1,1,0
1,-8.5,R-MMU-917977,Transferrin endocytosis and recycling,M1,1,0
1,-5.7,mmu05152,Tuberculosis,M1,1,0
1,-3.4,GO:0046598,positive regulation of viral entry into host cell,M1,1,0
1,-4.3,mmu01200,Carbon metabolism,M1,1,0
1,-2.1,R-MMU-204005,COPII-mediated vesicle transport,M1,1,0
1,-2.3,R-MMU-3700989,Transcriptional Regulation by TP53,M1,1,0
1,-5.3,GO:0032103,positive regulation of response to external stimulus,M1,1,0
1,-18,R-MMU-5610787,Hedgehog 'off' state,M1,1,0
1,-2.8,R-MMU-15869,Metabolism of nucleotides,M1,1,0
1,-3.1,GO:0042060,wound healing,M1,1,0
1,-2.7,R-MMU-1852241,Organelle biogenesis and maintenance,M1,1,0
1,-2.8,R-MMU-391251,Protein folding,M1,1,0
1,-27,R-MMU-8932339,ROS sensing by NFE2L2,M1,1,0
1,-5.1,WP3626,Microglia Pathogen Phagocytosis Pathway,M1,1,0
1,-7.8,ko04721,Synaptic vesicle cycle,M1,1,0
1,-3.2,R-MMU-450321,JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,M1,1,0
1,-2.5,GO:1902107,positive regulation of leukocyte differentiation,M1,1,0
1,-3.1,GO:0032655,regulation of interleukin-12 production,M1,1,0
1,-3.8,R-MMU-5628897,TP53 Regulates Metabolic Genes,M1,1,0
1,-2.5,R-MMU-376176,Signaling by ROBO receptors,M1,1,0
1,-3.4,GO:0043535,regulation of blood vessel endothelial cell migration,M1,1,0
1,-2,R-MMU-168176,Toll Like Receptor 5 (TLR5) Cascade,M1,1,0
1,-3.6,M00001,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",M1,1,0
1,-3.4,GO:0032675,regulation of interleukin-6 production,M1,1,0
1,-11,GO:0044257,cellular protein catabolic process,M1,1,0
1,-3.1,GO:0051091,positive regulation of DNA-binding transcription factor activity,M1,1,0
1,-2.3,GO:0051222,positive regulation of protein transport,M1,1,0
1,-10,R-MMU-1222556,ROS and RNS production in phagocytes,M1,1,0
1,-4.1,GO:0030003,cellular cation homeostasis,M1,1,0
1,-2.6,GO:0090559,regulation of membrane permeability,M1,1,0
1,-22,R-MMU-351202,Metabolism of polyamines,M1,1,0
1,-3.1,GO:1903902,positive regulation of viral life cycle,M1,1,0
1,-11,R-MMU-71291,Metabolism of amino acids and derivatives,M1,1,0
1,-31,R-MMU-6798695,Neutrophil degranulation,M1,1,0
1,-2.3,GO:0034312,diol biosynthetic process,M1,1,0
1,-5.3,GO:0097193,intrinsic apoptotic signaling pathway,M1,1,0
1,-2.6,GO:0010878,cholesterol storage,M1,1,0
1,-6.4,GO:0007035,vacuolar acidification,M1,1,0
1,-2.1,GO:0045010,actin nucleation,M1,1,0
1,-2.1,GO:0007249,I-kappaB kinase/NF-kappaB signaling,M1,1,0
1,-5.5,GO:0043043,peptide biosynthetic process,M1,1,0
1,-5.4,R-MMU-5218859,Regulated Necrosis,M1,1,0
1,-3.8,R-MMU-9006934,Signaling by Receptor Tyrosine Kinases,M1,1,0
1,-2.6,GO:0033014,tetrapyrrole biosynthetic process,M1,1,0
1,-2.3,GO:0090199,regulation of release of cytochrome c from mitochondria,M1,1,0
1,-2.1,GO:1901224,positive regulation of NIK/NF-kappaB signaling,M1,1,0
1,-6.2,GO:0006164,purine nucleotide biosynthetic process,M1,1,0
1,-2.5,GO:0010952,positive regulation of peptidase activity,M1,1,0
1,-2.6,GO:0044794,positive regulation by host of viral process,M1,1,0
1,-2.7,GO:0034440,lipid oxidation,M1,1,0
1,-2.8,GO:0050778,positive regulation of immune response,M1,1,0
1,-3,R-MMU-70263,Gluconeogenesis,M1,1,0
1,-7.8,mmu04721,Synaptic vesicle cycle,M1,1,0
1,-6.7,GO:0045851,pH reduction,M1,1,0
1,-4.2,GO:0019693,ribose phosphate metabolic process,M1,1,0
1,-3.6,WP307,Translation Factors,M1,1,0
1,-2,GO:1903332,regulation of protein folding,M1,1,0
1,-3.7,GO:0034976,response to endoplasmic reticulum stress,M1,1,0
1,-3.8,GO:0001802,type III hypersensitivity,M1,1,0
1,-5.6,GO:0072594,establishment of protein localization to organelle,M1,1,0
1,-3.8,GO:0042110,T cell activation,M1,1,0
1,-7.6,R-MMU-9639288,Amino acids regulate mTORC1,M1,1,0
1,-6.1,GO:0098754,detoxification,M1,1,0
1,-3.5,GO:0052547,regulation of peptidase activity,M1,1,0
1,-2,GO:0046037,GMP metabolic process,M1,1,0
1,-3.2,R-MMU-114608,Platelet degranulation ,M1,1,0
1,-2.5,GO:0070198,"protein localization to chromosome, telomeric region",M1,1,0
1,-6.7,GO:0072593,reactive oxygen species metabolic process,M1,1,0
1,-22,R-MMU-68867,Assembly of the pre-replicative complex,M1,1,0
1,-3.2,GO:0043903,regulation of biological process involved in symbiotic interaction,M1,1,0
1,-2.5,GO:0007039,protein catabolic process in the vacuole,M1,1,0
1,-2,GO:0010631,epithelial cell migration,M1,1,0
1,-2.6,R-MMU-8964038,LDL clearance,M1,1,0
1,-2.7,GO:0046146,tetrahydrobiopterin metabolic process,M1,1,0
1,-16,R-MMU-8953854,Metabolism of RNA,M1,1,0
1,-2.5,GO:1905710,positive regulation of membrane permeability,M1,1,0
1,-9.2,R-MMU-3299685,Detoxification of Reactive Oxygen Species,M1,1,0
1,-26,R-MMU-2871837,FCERI mediated NF-kB activation,M1,1,0
1,-5.3,GO:0080135,regulation of cellular response to stress,M1,1,0
1,-4.4,CORUM:132,CCT complex (chaperonin containing TCP1 complex),M1,1,0
1,-2.7,ko01212,Fatty acid metabolism,M1,1,0
1,-3.5,GO:0042255,ribosome assembly,M1,1,0
1,-2,R-MMU-209560,NF-kB is activated and signals survival,M1,1,0
1,-2.8,GO:1903206,negative regulation of hydrogen peroxide-induced cell death,M1,1,0
1,-2.2,GO:0006081,cellular aldehyde metabolic process,M1,1,0
1,-5,GO:0031349,positive regulation of defense response,M1,1,0
1,-2.7,GO:0022411,cellular component disassembly,M1,1,0
1,-2.2,R-MMU-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR),M1,1,0
1,-2.1,GO:0022407,regulation of cell-cell adhesion,M1,1,0
1,-2.3,GO:1902110,positive regulation of mitochondrial membrane permeability involved in apoptotic process,M1,1,0
1,-2.4,GO:0042455,ribonucleoside biosynthetic process,M1,1,0
1,-14,R-MMU-195721,Signaling by WNT,M1,1,0
1,-2.1,GO:0071218,cellular response to misfolded protein,M1,1,0
1,-2.4,GO:1903426,regulation of reactive oxygen species biosynthetic process,M1,1,0
1,-4.8,GO:0009615,response to virus,M1,1,0
1,-21,R-MMU-5668541,TNFR2 non-canonical NF-kB pathway,M1,1,0
1,-4.3,GO:1900407,regulation of cellular response to oxidative stress,M1,1,0
1,-14,R-MMU-2467813,Separation of Sister Chromatids,M1,1,0
1,-3.3,GO:0055067,monovalent inorganic cation homeostasis,M1,1,0
1,-6.8,mmu04966,Collecting duct acid secretion,M1,1,0
1,-2.1,mmu04137,Mitophagy - animal,M1,1,0
1,-2.8,ko04140,Autophagy - animal,M1,1,0
1,-2.1,GO:0071706,tumor necrosis factor superfamily cytokine production,M1,1,0
1,-4.6,GO:0030595,leukocyte chemotaxis,M1,1,0
1,-8.8,GO:0022904,respiratory electron transport chain,M1,1,0
1,-2.4,mmu05150,Staphylococcus aureus infection,M1,1,0
1,-11,R-MMU-917937,Iron uptake and transport,M1,1,0
1,-3.3,GO:0045899,positive regulation of RNA polymerase II transcription preinitiation complex assembly,M1,1,0
1,-12,R-MMU-69620,Cell Cycle Checkpoints,M1,1,0
1,-4.3,ko01200,Carbon metabolism,M1,1,0
1,-3.9,R-MMU-6799198,Complex I biogenesis,M1,1,0
1,-3.9,GO:0140546,defense response to symbiont,M1,1,0
1,-2.4,R-MMU-1358803,Downregulation of ERBB2:ERBB3 signaling,M1,1,0
1,-4,R-MMU-168638,NOD1/2 Signaling Pathway,M1,1,0
1,-16,mmu05016,Huntington's disease,M1,1,0
1,-2.9,GO:0006729,tetrahydrobiopterin biosynthetic process,M1,1,0
1,-3.6,CORUM:413,"(ER)-localized multiprotein complex, Ig heavy chains associated",M1,1,0
1,-22,R-MMU-69580,p53-Dependent G1/S DNA damage checkpoint,M1,1,0
1,-4.1,CORUM:3072,"CCT complex (chaperonin containing TCP1 complex), testis specific",M1,1,0
1,-19,R-MMU-5632684,Hedgehog 'on' state,M1,1,0
1,-5.9,R-MMU-432720,Lysosome Vesicle Biogenesis,M1,1,0
1,-2.5,GO:1903708,positive regulation of hemopoiesis,M1,1,0
1,-2,GO:0006352,"DNA-templated transcription, initiation",M1,1,0
1,-2,GO:0030168,platelet activation,M1,1,0
1,-3.8,GO:0050900,leukocyte migration,M1,1,0
1,-25,R-MMU-1236978,Cross-presentation of soluble exogenous antigens (endosomes),M1,1,0
1,-7.8,GO:0009199,ribonucleoside triphosphate metabolic process,M1,1,0
1,-4.9,ko05152,Tuberculosis,M1,1,0
1,-2.6,GO:0006986,response to unfolded protein,M1,1,0
1,-2.7,ko00740,Riboflavin metabolism,M1,1,0
1,-4.3,GO:0006778,porphyrin-containing compound metabolic process,M1,1,0
1,-24,R-MMU-174084,Autodegradation of Cdh1 by Cdh1:APC/C,M1,1,0
1,-5.4,R-MMU-8856828,Clathrin-mediated endocytosis,M1,1,0
1,-4.8,GO:0050729,positive regulation of inflammatory response,M1,1,0
1,-3.6,GO:0050792,regulation of viral process,M1,1,0
1,-2.6,GO:0071897,DNA biosynthetic process,M1,1,0
1,-2.3,GO:1905459,regulation of vascular associated smooth muscle cell apoptotic process,M1,1,0
1,-2.6,GO:0061726,mitochondrion disassembly,M1,1,0
1,-2.4,M00049,"Adenine ribonucleotide biosynthesis, IMP => ADP,ATP",M1,1,0
1,-2.4,GO:1902883,negative regulation of response to oxidative stress,M1,1,0
1,-2.5,GO:0080164,regulation of nitric oxide metabolic process,M1,1,0
1,-2.7,mmu04380,Osteoclast differentiation,M1,1,0
1,-3.4,WP87,Nucleotide Metabolism,M1,1,0
1,-2.4,WP3625,TYROBP Causal Network,M1,1,0
1,-2.9,GO:0010257,NADH dehydrogenase complex assembly,M1,1,0
1,-2.6,GO:0061462,protein localization to lysosome,M1,1,0
1,-3.4,GO:0032943,mononuclear cell proliferation,M1,1,0
1,-2.5,GO:0035751,regulation of lysosomal lumen pH,M1,1,0
1,-2.7,GO:2000147,positive regulation of cell motility,M1,1,0
1,-2.1,GO:0032640,tumor necrosis factor production,M1,1,0
1,-2.3,GO:0006054,N-acetylneuraminate metabolic process,M1,1,0
1,-2.6,GO:0097530,granulocyte migration,M1,1,0
1,-2.2,ko00520,Amino sugar and nucleotide sugar metabolism,M1,1,0
1,-2.9,GO:0090407,organophosphate biosynthetic process,M1,1,0
1,-21,R-MMU-176409,APC/C:Cdc20 mediated degradation of mitotic proteins,M1,1,0
1,-3.4,GO:0060627,regulation of vesicle-mediated transport,M1,1,0
1,-3.8,R-MMU-72702,Ribosomal scanning and start codon recognition,M1,1,0
1,-2.5,GO:1903573,negative regulation of response to endoplasmic reticulum stress,M1,1,0
1,-17,R-MMU-453279,Mitotic G1 phase and G1/S transition,M1,1,0
1,-4.3,GO:0002683,negative regulation of immune system process,M1,1,0
1,-2,GO:0010635,regulation of mitochondrial fusion,M1,1,0
1,-2.5,GO:0052372,modulation by symbiont of entry into host,M1,1,0
1,-2.4,GO:1902253,regulation of intrinsic apoptotic signaling pathway by p53 class mediator,M1,1,0
1,-8.6,R-MMU-72766,Translation,M1,1,0
1,-3.4,GO:0045619,regulation of lymphocyte differentiation,M1,1,0
1,-8,GO:0015980,energy derivation by oxidation of organic compounds,M1,1,0
1,-2.9,GO:0051123,RNA polymerase II preinitiation complex assembly,M1,1,0
1,-2.4,GO:0002604,regulation of dendritic cell antigen processing and presentation,M1,1,0
1,-2.3,R-MMU-8866427,VLDLR internalisation and degradation,M1,1,0
1,-3.7,ko04666,Fc gamma R-mediated phagocytosis,M1,1,0
1,-3.5,WP157,Glycolysis and Gluconeogenesis,M1,1,0
1,-4.7,GO:0072655,establishment of protein localization to mitochondrion,M1,1,0
1,-3.1,GO:0002437,inflammatory response to antigenic stimulus,M1,1,0
1,-19,R-MMU-69002,DNA Replication Pre-Initiation,M1,1,0
1,-4.5,GO:0070585,protein localization to mitochondrion,M1,1,0
1,-3.9,GO:0050766,positive regulation of phagocytosis,M1,1,0
1,-17,mmu05012,Parkinson's disease,M1,1,0
1,-2.5,GO:1901615,organic hydroxy compound metabolic process,M1,1,0
1,-2.6,GO:0008064,regulation of actin polymerization or depolymerization,M1,1,0
1,-22,R-MMU-4086400,PCP/CE pathway,M1,1,0
1,-2.2,R-MMU-71406,Pyruvate metabolism and Citric Acid (TCA) cycle,M1,1,0
1,-5.8,GO:0009152,purine ribonucleotide biosynthetic process,M1,1,0
1,-22,R-MMU-69563,p53-Dependent G1 DNA Damage Response,M1,1,0
1,-3.6,CORUM:495,"Cytochrome bc1-complex, mitochondrial",M1,1,0
1,-2.2,GO:0010883,regulation of lipid storage,M1,1,0
1,-3.3,GO:2001234,negative regulation of apoptotic signaling pathway,M1,1,0
1,-3.4,GO:0045837,negative regulation of membrane potential,M1,1,0
1,-3.4,GO:0001562,response to protozoan,M1,1,0
1,-2.1,R-MMU-9675108,Nervous system development,M1,1,0
1,-2.4,GO:0046514,ceramide catabolic process,M1,1,0
1,-4,R-MMU-5663213,RHO GTPases Activate WASPs and WAVEs,M1,1,0
1,-3.3,GO:0007042,lysosomal lumen acidification,M1,1,0
1,-2.5,GO:0030968,endoplasmic reticulum unfolded protein response,M1,1,0
1,-2.6,GO:0006779,porphyrin-containing compound biosynthetic process,M1,1,0
1,-2.8,GO:0046596,regulation of viral entry into host cell,M1,1,0
1,-24,R-MMU-8948751,Regulation of PTEN stability and activity,M1,1,0
1,-3.6,GO:0031334,positive regulation of protein-containing complex assembly,M1,1,0
1,-3.5,R-MMU-72695,"Formation of the ternary complex, and subsequently, the 43S complex",M1,1,0
1,-3.1,M00085,"Fatty acid biosynthesis, elongation, mitochondria",M1,1,0
1,-3.4,GO:0060326,cell chemotaxis,M1,1,0
1,-4,GO:0071887,leukocyte apoptotic process,M1,1,0
1,-11,GO:0006091,generation of precursor metabolites and energy,M1,1,0
1,-6.8,GO:0048102,autophagic cell death,M1,1,0
1,-6.3,GO:0097190,apoptotic signaling pathway,M1,1,0
1,-2.4,GO:0044409,entry into host,M1,1,0
1,-3.4,GO:0075294,positive regulation by symbiont of entry into host,M1,1,0
1,-3,GO:0002833,positive regulation of response to biotic stimulus,M1,1,0
1,-2.6,GO:0043534,blood vessel endothelial cell migration,M1,1,0
1,-3.6,GO:2000573,positive regulation of DNA biosynthetic process,M1,1,0
1,-2.7,GO:0060100,"positive regulation of phagocytosis, engulfment",M1,1,0
1,-3.7,R-MMU-77289,Mitochondrial Fatty Acid Beta-Oxidation,M1,1,0
1,-3.7,R-MMU-5696399,Global Genome Nucleotide Excision Repair (GG-NER),M1,1,0
1,-3,GO:0045898,regulation of RNA polymerase II transcription preinitiation complex assembly,M1,1,0
1,-2.4,GO:0061136,regulation of proteasomal protein catabolic process,M1,1,0
1,-2.4,R-MMU-5694530,Cargo concentration in the ER,M1,1,0
1,-2.2,GO:0006521,regulation of cellular amino acid metabolic process,M1,1,0
1,-2.5,GO:0002892,regulation of type II hypersensitivity,M1,1,0
1,-4.6,GO:0051054,positive regulation of DNA metabolic process,M1,1,0
1,-2.5,GO:0006515,protein quality control for misfolded or incompletely synthesized proteins,M1,1,0
1,-25,R-MMU-69601,Ubiquitin Mediated Degradation of Phosphorylated Cdc25A,M1,1,0
1,-2.3,GO:0097734,extracellular exosome biogenesis,M1,1,0
1,-2.5,GO:0070227,lymphocyte apoptotic process,M1,1,0
1,-2.1,R-MMU-210991,Basigin interactions,M1,1,0
1,-12,CORUM:39,Immunoproteasome,M1,1,0
1,-2.2,mmu_M00050,"Guanine ribonucleotide biosynthesis IMP => GDP,GTP",M1,1,0
1,-9.5,R-MMU-77387,Insulin receptor recycling,M1,1,0
1,-3.6,GO:0002698,negative regulation of immune effector process,M1,1,0
1,-2.7,GO:0071216,cellular response to biotic stimulus,M1,1,0
1,-3.1,GO:0019262,N-acetylneuraminate catabolic process,M1,1,0
1,-5,GO:0034599,cellular response to oxidative stress,M1,1,0
1,-4.8,GO:0031347,regulation of defense response,M1,1,0
1,-3.7,R-MMU-3928662,EPHB-mediated forward signaling,M1,1,0
1,-4.5,GO:0007034,vacuolar transport,M1,1,0
1,-4.3,GO:0006163,purine nucleotide metabolic process,M1,1,0
1,-3.4,R-MMU-109582,Hemostasis,M1,1,0
1,-2.7,GO:0009120,deoxyribonucleoside metabolic process,M1,1,0
1,-2.8,GO:1901032,negative regulation of response to reactive oxygen species,M1,1,0
1,-11,R-MMU-5688426,Deubiquitination,M1,1,0
1,-2.5,GO:0006909,phagocytosis,M1,1,0
1,-3.8,R-MMU-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",M1,1,0
1,-5.5,R-MMU-199992,trans-Golgi Network Vesicle Budding,M1,1,0
1,-4.6,GO:0045730,respiratory burst,M1,1,0
1,-4.3,mmu_M00087,beta-Oxidation,M1,1,0
1,-4.4,R-MMU-9705462,Inactivation of CSF3 (G-CSF) signaling,M1,1,0
1,-3.3,GO:0031647,regulation of protein stability,M1,1,0
1,-2.6,R-MMU-937061,TRIF(TICAM1)-mediated TLR4 signaling ,M1,1,0
1,-24,R-MMU-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,M1,1,0
1,-6.1,GO:2001233,regulation of apoptotic signaling pathway,M1,1,0
1,-3.1,mmu_M00085,"Fatty acid biosynthesis, elongation, mitochondria",M1,1,0
1,-3.3,mmu05132,Salmonella infection,M1,1,0
1,-18,R-MMU-983169,Class I MHC mediated antigen processing & presentation,M1,1,0
1,-4.8,GO:0006979,response to oxidative stress,M1,1,0
1,-6.8,GO:0019941,modification-dependent protein catabolic process,M1,1,0
1,-2.2,R-MMU-194315,Signaling by Rho GTPases,M1,1,0
1,-9.7,R-MMU-69278,"Cell Cycle, Mitotic",M1,1,0
1,-7.6,R-MMU-9711097,Cellular response to starvation,M1,1,0
1,-2.7,GO:0002703,regulation of leukocyte mediated immunity,M1,1,0
1,-5.9,GO:0071451,cellular response to superoxide,M1,1,0
1,-5.2,CORUM:3047,Parvulin-associated pre-rRNP complex,M1,1,0
1,-4.1,GO:1901137,carbohydrate derivative biosynthetic process,M1,1,0
1,-4.4,GO:0050764,regulation of phagocytosis,M1,1,0
1,-2.1,GO:0002532,production of molecular mediator involved in inflammatory response,M1,1,0
1,-5.6,GO:0002478,antigen processing and presentation of exogenous peptide antigen,M1,1,0
1,-2.1,mmu05340,Primary immunodeficiency,M1,1,0
1,-2.4,GO:0002281,macrophage activation involved in immune response,M1,1,0
1,-4.9,GO:0034614,cellular response to reactive oxygen species,M1,1,0
1,-2.4,GO:0042558,pteridine-containing compound metabolic process,M1,1,0
1,-2.1,GO:0033238,regulation of cellular amine metabolic process,M1,1,0
1,-2.2,GO:0061912,selective autophagy,M1,1,0
1,-4.8,GO:0002181,cytoplasmic translation,M1,1,0
1,-13,R-MMU-5689880,Ub-specific processing proteases,M1,1,0
1,-8.5,GO:0009206,purine ribonucleoside triphosphate biosynthetic process,M1,1,0
1,-3.3,R-MMU-5656169,Termination of translesion DNA synthesis,M1,1,0
1,-3.6,GO:0010823,negative regulation of mitochondrion organization,M1,1,0
1,-2.6,GO:0002275,myeloid cell activation involved in immune response,M1,1,0
1,-3.4,mmu04216,Ferroptosis,M1,1,0
1,-22,R-MMU-5687128,MAPK6/MAPK4 signaling,M1,1,0
1,-4,GO:0009259,ribonucleotide metabolic process,M1,1,0
1,-3.2,R-MMU-556833,Metabolism of lipids,M1,1,0
1,-22,R-MMU-69615,G1/S DNA Damage Checkpoints,M1,1,0
1,-2.5,CORUM:414,"(ER)-localized multiprotein complex, in absence of Ig heavy chains",M1,1,0
1,-24,R-MMU-5358346,Hedgehog ligand biogenesis,M1,1,0
1,-26,R-MMU-5607764,CLEC7A (Dectin-1) signaling,M1,1,0
1,-2.7,GO:0002263,cell activation involved in immune response,M1,1,0
1,-2.4,GO:0033029,regulation of neutrophil apoptotic process,M1,1,0
1,-2.9,GO:1902105,regulation of leukocyte differentiation,M1,1,0
1,-2.1,GO:0009156,ribonucleoside monophosphate biosynthetic process,M1,1,0
1,-2.6,GO:0003159,morphogenesis of an endothelium,M1,1,0
1,-8.3,R-MMU-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,M1,1,0
1,-3,R-MMU-174824,"Plasma lipoprotein assembly, remodeling, and clearance",M1,1,0
1,-3.3,GO:0002468,dendritic cell antigen processing and presentation,M1,1,0
1,-2.4,GO:0030098,lymphocyte differentiation,M1,1,0
1,-25,R-MMU-4641257,Degradation of AXIN,M1,1,0
1,-18,R-MMU-1280215,Cytokine Signaling in Immune system,M1,1,0
1,-3.1,R-MMU-975144,IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation,M1,1,0
1,-2.2,GO:1903037,regulation of leukocyte cell-cell adhesion,M1,1,0
1,-2.3,GO:0070231,T cell apoptotic process,M1,1,0
1,-4.3,mmu_M00002,"Glycolysis, core module involving three-carbon compounds",M1,1,0
1,-3.2,GO:0045185,maintenance of protein location,M1,1,0
1,-2.3,GO:0002449,lymphocyte mediated immunity,M1,1,0
1,-6.3,GO:0042775,mitochondrial ATP synthesis coupled electron transport,M1,1,0
1,-4.6,R-MMU-446203,Asparagine N-linked glycosylation,M1,1,0
1,-2.5,GO:0110095,cellular detoxification of aldehyde,M1,1,0
1,-6.6,GO:0016032,viral process,M1,1,0
1,-2.8,GO:0010632,regulation of epithelial cell migration,M1,1,0
1,-3.3,R-MMU-8866654,E3 ubiquitin ligases ubiquitinate target proteins,M1,1,0
1,-2.3,GO:0002679,respiratory burst involved in defense response,M1,1,0
1,-8.2,GO:0009201,ribonucleoside triphosphate biosynthetic process,M1,1,0
1,-3.9,GO:0035967,cellular response to topologically incorrect protein,M1,1,0
1,-4.2,ko04210,Apoptosis,M1,1,0
1,-3.8,GO:0032272,negative regulation of protein polymerization,M1,1,0
1,-22,R-MMU-69017,CDK-mediated phosphorylation and removal of Cdc6,M1,1,0
1,-2.8,GO:1903706,regulation of hemopoiesis,M1,1,0
1,-2.7,WP401,Mitochondrial LC-Fatty Acid Beta-Oxidation,M1,1,0
1,-2.1,GO:0016226,iron-sulfur cluster assembly,M1,1,0
1,-2,GO:0045428,regulation of nitric oxide biosynthetic process,M1,1,0
1,-2.9,GO:0019395,fatty acid oxidation,M1,1,0
1,-8,GO:0019884,antigen processing and presentation of exogenous antigen,M1,1,0
1,-2.2,R-MMU-1679131,Trafficking and processing of endosomal TLR,M1,1,0
1,-19,R-MMU-5689603,UCH proteinases,M1,1,0
1,-7.3,GO:0034341,response to interferon-gamma,M1,1,0
1,-2.6,GO:0002699,positive regulation of immune effector process,M1,1,0
1,-9.3,GO:0045454,cell redox homeostasis,M1,1,0
1,-23,R-MMU-202424,Downstream TCR signaling,M1,1,0
1,-4.2,GO:0006873,cellular ion homeostasis,M1,1,0
1,-3.9,GO:0043068,positive regulation of programmed cell death,M1,1,0
1,-3.1,R-MMU-76005,Response to elevated platelet cytosolic Ca2+,M1,1,0
1,-2.5,GO:0043536,positive regulation of blood vessel endothelial cell migration,M1,1,0
1,-3.6,R-MMU-390471,Association of TriC/CCT with target proteins during biosynthesis,M1,1,0
1,-2.3,GO:1903076,regulation of protein localization to plasma membrane,M1,1,0
1,-2.7,GO:0044829,positive regulation by host of viral genome replication,M1,1,0
1,-10,R-MMU-68886,M Phase,M1,1,0
1,-3,GO:0051271,negative regulation of cellular component movement,M1,1,0
1,-5.6,ko03010,Ribosome,M1,1,0
1,-2,GO:0009126,purine nucleoside monophosphate metabolic process,M1,1,0
1,-3.5,GO:1905897,regulation of response to endoplasmic reticulum stress,M1,1,0
1,-19,R-MMU-69206,G1/S Transition,M1,1,0
1,-4.3,GO:0007006,mitochondrial membrane organization,M1,1,0
1,-3.8,GO:0023035,CD40 signaling pathway,M1,1,0
1,-3.3,GO:0070661,leukocyte proliferation,M1,1,0
1,-2,R-MMU-8856688,Golgi-to-ER retrograde transport,M1,1,0
1,-3.7,GO:0035458,cellular response to interferon-beta,M1,1,0
1,-25,R-MMU-349425,Autodegradation of the E3 ubiquitin ligase COP1,M1,1,0
1,-2.5,GO:0042304,regulation of fatty acid biosynthetic process,M1,1,0
1,-28,R-MMU-2262752,Cellular responses to stress,M1,1,0
1,-2,GO:0001911,negative regulation of leukocyte mediated cytotoxicity,M1,1,0
1,-4.4,R-MMU-77285,Beta oxidation of myristoyl-CoA to lauroyl-CoA,M1,1,0
1,-3.1,R-MMU-156590,Glutathione conjugation,M1,1,0
1,-2.8,R-MMU-390466,Chaperonin-mediated protein folding,M1,1,0
1,-2.6,R-MMU-948021,Transport to the Golgi and subsequent modification,M1,1,0
1,-3.9,GO:0098771,inorganic ion homeostasis,M1,1,0
