Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Reactome Gene Sets,6,R-MMU-71291,Metabolism of amino acids and derivatives,,-11,4,8.9,20638,248,709,34,4.8,0.8,11898|13370|16912|16913|17254|17463|18242|18245|19166|19167|19171|19173|19175|19181|19182|19184|19186|19188|23996|23997|26440|26441|26442|26445|26446|53380|56551|58875|59029|66413|70247|93747|110391|228769,Ass1|Dio1|Psmb9|Psmb8|Slc3a2|Psmd7|Oat|Oaz1|Psma2|Psma3|Psmb10|Psmb5|Psmb6|Psmc2|Psmc3|Psmc5|Psme1|Psme2|Psmc4|Psmd13|Psma1|Psma4|Psma5|Psmb2|Psmb3|Psmd10|Txn2|Hibadh|Psmd14|Psmd6|Psmd1|Echs1|Qdpr|Psmf1,-9,MyList
Reactome Gene Sets,6,R-MMU-9006925,Intracellular signaling by second messengers,,-11,4,8.9,20638,250,709,34,4.8,0.8,12313|12314|12524|13001|16912|16913|17463|19166|19167|19171|19173|19175|19181|19182|19184|19186|19188|22187|22190|23996|23997|26440|26441|26442|26445|26446|53380|56424|59029|66413|66508|68441|70247|228769,Calm1|Calm2|Cd86|Csnk2b|Psmb9|Psmb8|Psmd7|Psma2|Psma3|Psmb10|Psmb5|Psmb6|Psmc2|Psmc3|Psmc5|Psme1|Psme2|Ubb|Ubc|Psmc4|Psmd13|Psma1|Psma4|Psma5|Psmb2|Psmb3|Psmd10|Stub1|Psmd14|Psmd6|Lamtor1|Rraga|Psmd1|Psmf1,-8.9,MyList
Reactome Gene Sets,6,R-MMU-1257604,PIP3 activates AKT signaling,,-11,4.2,9,20638,224,709,32,4.5,0.78,12524|13001|16912|16913|17463|19166|19167|19171|19173|19175|19181|19182|19184|19186|19188|22187|22190|23996|23997|26440|26441|26442|26445|26446|53380|56424|59029|66413|66508|68441|70247|228769,Cd86|Csnk2b|Psmb9|Psmb8|Psmd7|Psma2|Psma3|Psmb10|Psmb5|Psmb6|Psmc2|Psmc3|Psmc5|Psme1|Psme2|Ubb|Ubc|Psmc4|Psmd13|Psma1|Psma4|Psma5|Psmb2|Psmb3|Psmd10|Stub1|Psmd14|Psmd6|Lamtor1|Rraga|Psmd1|Psmf1,-8.9,MyList
GO Biological Processes,19,GO:0044257,cellular protein catabolic process,,-11,2.5,7.9,20638,779,709,66,9.3,1.1,11993|12176|12751|13030|13032|13036|13040|14824|16912|16913|17463|18002|18024|18203|19156|19166|19167|19171|19173|19175|19181|19184|19186|19188|19349|21402|22187|22190|22196|22209|23997|26440|26441|26442|26445|26446|27061|30931|50762|53378|53380|56424|56791|59029|64136|64138|64383|66105|66413|66440|66889|67013|67588|67845|67903|68135|70247|83433|93765|106025|108660|170930|195040|228769|386649|100038882,Aup1|Bnip3|Tpp1|Ctsb|Ctsc|Ctsh|Ctss|Grn|Psmb9|Psmb8|Psmd7|Nedd8|Nfe2l2|Ntan1|Psap|Psma2|Psma3|Psmb10|Psmb5|Psmb6|Psmc2|Psmc5|Psme1|Psme2|Rab7|Skp1|Ubb|Ubc|Ube2i|Ube2a|Psmd13|Psma1|Psma4|Psma5|Psmb2|Psmb3|Bcap31|Tor1a|Fbxo6|Sdcbp|Psmd10|Stub1|Ube2l6|Psmd14|Sdf2l1|Ctsz|Sirt2|Ube2d3|Psmd6|Cdc26|Rnf128|Oma1|Rnf41|Rnf115|Gipc1|Eif3h|Psmd1|Trem2|Ube2n|Sharpin|Rnf187|Sumo2|Tmem199|Psmf1|Nsfl1c|Isg15,-8.7,MyList
GO Biological Processes,19,GO:0046034,ATP metabolic process,,-11,3.9,8.7,20638,256,709,34,4.8,0.8,11674|11946|11947|11949|11966|14004|14433|15481|16418|16828|17706|17720|17995|18648|18655|18746|21991|22273|28080|56428|66043|66383|66401|66445|66694|67264|67273|67942|70556|72900|83433|225887|226646|228033,Aldoa|Atp5a1|Atp5b|Atp5c1|Atp6v1b2|Chchd2|Gapdh|Hspa8|Eif6|Ldha|ATP8|ND4L|Ndufv1|Pgam1|Pgk1|Pkm|Tpi1|Uqcrc1|Atp5o|Mtch2|Atp5d|Iscu|Nudt2|Cyc1|Uqcrfs1|Ndufb8|Ndufa10|Atp5g2|Slc25a33|Ndufv2|Trem2|Ndufs8|Ndufs2|Atp5g3,-8.7,MyList
Reactome Gene Sets,6,R-MMU-917937,Iron uptake and transport,,-11,8.5,10,20638,55,709,16,2.3,0.56,11966|11972|11973|11974|11984|14319|18002|21402|22187|22190|54411|66290|66335|73834|114143|242341,Atp6v1b2|Atp6v0d1|Atp6v1e1|Atp6v0e|Atp6v0c|Fth1|Nedd8|Skp1|Ubb|Ubc|Atp6ap1|Atp6v1g1|Atp6v1c1|Atp6v1d|Atp6v0b|Atp6v0d2,-8.4,MyList
Reactome Gene Sets,6,R-MMU-68886,M Phase,,-10,3.2,8.1,20638,388,709,42,5.9,0.89,12442|13001|13589|16912|16913|17463|18221|19166|19167|19171|19173|19175|19181|19182|19184|19186|19188|19384|22154|22187|22190|22196|22627|23996|23997|26440|26441|26442|26445|26446|51788|53380|53598|59029|64383|66413|66440|68953|70247|110379|227613|228769,Ccnb2|Csnk2b|Mapre1|Psmb9|Psmb8|Psmd7|Nudc|Psma2|Psma3|Psmb10|Psmb5|Psmb6|Psmc2|Psmc3|Psmc5|Psme1|Psme2|Ran|Tubb5|Ubb|Ubc|Ube2i|Ywhae|Psmc4|Psmd13|Psma1|Psma4|Psma5|Psmb2|Psmb3|H2az1|Psmd10|Dctn3|Psmd14|Sirt2|Psmd6|Cdc26|Chmp2a|Psmd1|Sec13|Tubb4b|Psmf1,-8.1,MyList
Reactome Gene Sets,6,R-MMU-1222556,ROS and RNS production in phagocytes,,-10,11,11,20638,36,709,13,1.8,0.5,11966|11972|11973|11974|11984|13057|17972|18173|66290|66335|73834|114143|242341,Atp6v1b2|Atp6v0d1|Atp6v1e1|Atp6v0e|Atp6v0c|Cyba|Ncf4|Slc11a1|Atp6v1g1|Atp6v1c1|Atp6v1d|Atp6v0b|Atp6v0d2,-7.9,MyList
CORUM,33,CORUM:38,20S proteasome,,-10,19,13,20638,14,709,9,1.3,0.42,19166|19167|19173|19175|26440|26441|26442|26445|26446,Psma2|Psma3|Psmb5|Psmb6|Psma1|Psma4|Psma5|Psmb2|Psmb3,-7.8,MyList
Reactome Gene Sets,6,R-MMU-5673001,RAF/MAP kinase cascade,,-9.9,3.7,8.2,20638,261,709,33,4.7,0.79,11461|12313|12314|16186|16912|16913|17463|19166|19167|19171|19173|19175|19181|19182|19184|19186|19188|19730|22187|22190|23980|23996|23997|26440|26441|26442|26445|26446|53380|59029|66413|70247|228769,Actb|Calm1|Calm2|Il2rg|Psmb9|Psmb8|Psmd7|Psma2|Psma3|Psmb10|Psmb5|Psmb6|Psmc2|Psmc3|Psmc5|Psme1|Psme2|Ralgds|Ubb|Ubc|Pebp1|Psmc4|Psmd13|Psma1|Psma4|Psma5|Psmb2|Psmb3|Psmd10|Psmd14|Psmd6|Psmd1|Psmf1,-7.8,MyList
GO Biological Processes,19,GO:0006457,protein folding,,-9.7,4.6,8.6,20638,158,709,25,3.5,0.69,11632|12464|12465|12468|12469|14824|14827|15481|16149|17713|18221|18453|19035|30931|30933|53381|54673|56351|56424|56612|64136|67838|67943|93684|268373,Aip|Cct4|Cct5|Cct7|Cct8|Grn|Pdia3|Hspa8|Cd74|Grpel1|Nudc|P4hb|Ppib|Tor1a|Tor2a|Prdx4|Sh3glb1|Ptges3|Stub1|Pfdn5|Sdf2l1|Dnajb11|Mesd|Selenof|Ppia,-7.6,MyList
Reactome Gene Sets,6,R-MMU-5684996,MAPK1/MAPK3 signaling,,-9.7,3.6,8.1,20638,266,709,33,4.7,0.79,11461|12313|12314|16186|16912|16913|17463|19166|19167|19171|19173|19175|19181|19182|19184|19186|19188|19730|22187|22190|23980|23996|23997|26440|26441|26442|26445|26446|53380|59029|66413|70247|228769,Actb|Calm1|Calm2|Il2rg|Psmb9|Psmb8|Psmd7|Psma2|Psma3|Psmb10|Psmb5|Psmb6|Psmc2|Psmc3|Psmc5|Psme1|Psme2|Ralgds|Ubb|Ubc|Pebp1|Psmc4|Psmd13|Psma1|Psma4|Psma5|Psmb2|Psmb3|Psmd10|Psmd14|Psmd6|Psmd1|Psmf1,-7.6,MyList
Reactome Gene Sets,6,R-MMU-69278,"Cell Cycle, Mitotic",,-9.7,2.8,7.6,20638,504,709,48,6.8,0.94,12442|12443|12567|13001|13589|16912|16913|17463|18221|19166|19167|19171|19173|19175|19181|19182|19184|19186|19188|19384|19718|21402|22154|22187|22190|22196|22627|23996|23997|26440|26441|26442|26445|26446|51788|53380|53598|59029|64383|66413|66440|68953|70247|72151|75660|110379|227613|228769,Ccnb2|Ccnd1|Cdk4|Csnk2b|Mapre1|Psmb9|Psmb8|Psmd7|Nudc|Psma2|Psma3|Psmb10|Psmb5|Psmb6|Psmc2|Psmc3|Psmc5|Psme1|Psme2|Ran|Rfc2|Skp1|Tubb5|Ubb|Ubc|Ube2i|Ywhae|Psmc4|Psmd13|Psma1|Psma4|Psma5|Psmb2|Psmb3|H2az1|Psmd10|Dctn3|Psmd14|Sirt2|Psmd6|Cdc26|Chmp2a|Psmd1|Rfc5|Lin37|Sec13|Tubb4b|Psmf1,-7.6,MyList
GO Biological Processes,19,GO:0051603,proteolysis involved in cellular protein catabolic process,,-9.5,2.4,7.3,20638,726,709,60,8.5,1,11993|13030|13032|13036|13040|16912|16913|17463|18002|18024|18203|19166|19167|19171|19173|19175|19181|19184|19186|19188|21402|22187|22190|22196|22209|23997|26440|26441|26442|26445|26446|27061|30931|50762|53378|53380|56424|56791|59029|64136|64138|64383|66105|66413|66440|66889|67013|67588|67845|67903|68135|70247|83433|93765|106025|108660|170930|228769|386649|100038882,Aup1|Ctsb|Ctsc|Ctsh|Ctss|Psmb9|Psmb8|Psmd7|Nedd8|Nfe2l2|Ntan1|Psma2|Psma3|Psmb10|Psmb5|Psmb6|Psmc2|Psmc5|Psme1|Psme2|Skp1|Ubb|Ubc|Ube2i|Ube2a|Psmd13|Psma1|Psma4|Psma5|Psmb2|Psmb3|Bcap31|Tor1a|Fbxo6|Sdcbp|Psmd10|Stub1|Ube2l6|Psmd14|Sdf2l1|Ctsz|Sirt2|Ube2d3|Psmd6|Cdc26|Rnf128|Oma1|Rnf41|Rnf115|Gipc1|Eif3h|Psmd1|Trem2|Ube2n|Sharpin|Rnf187|Sumo2|Psmf1|Nsfl1c|Isg15,-7.4,MyList
Reactome Gene Sets,6,R-MMU-77387,Insulin receptor recycling,,-9.5,12,11,20638,26,709,11,1.6,0.46,11966|11972|11973|11974|11984|54411|66290|66335|73834|114143|242341,Atp6v1b2|Atp6v0d1|Atp6v1e1|Atp6v0e|Atp6v0c|Atp6ap1|Atp6v1g1|Atp6v1c1|Atp6v1d|Atp6v0b|Atp6v0d2,-7.3,MyList
Reactome Gene Sets,6,R-MMU-5683057,MAPK family signaling cascades,,-9.4,3.4,7.8,20638,289,709,34,4.8,0.8,11461|12313|12314|12540|16186|16912|16913|17463|19166|19167|19171|19173|19175|19181|19182|19184|19186|19188|19730|22187|22190|23980|23996|23997|26440|26441|26442|26445|26446|53380|59029|66413|70247|228769,Actb|Calm1|Calm2|Cdc42|Il2rg|Psmb9|Psmb8|Psmd7|Psma2|Psma3|Psmb10|Psmb5|Psmb6|Psmc2|Psmc3|Psmc5|Psme1|Psme2|Ralgds|Ubb|Ubc|Pebp1|Psmc4|Psmd13|Psma1|Psma4|Psma5|Psmb2|Psmb3|Psmd10|Psmd14|Psmd6|Psmd1|Psmf1,-7.3,MyList
Reactome Gene Sets,6,R-MMU-1640170,Cell Cycle,,-9.3,2.6,7.3,20638,587,709,52,7.3,0.98,12442|12443|12567|13001|13589|16912|16913|17463|18221|19166|19167|19171|19173|19175|19181|19182|19184|19186|19188|19384|19718|20892|21402|22154|22187|22190|22196|22627|22630|23996|23997|26440|26441|26442|26445|26446|51788|53380|53598|59029|64383|66413|66440|68953|70247|72151|75660|93765|110379|210766|227613|228769,Ccnb2|Ccnd1|Cdk4|Csnk2b|Mapre1|Psmb9|Psmb8|Psmd7|Nudc|Psma2|Psma3|Psmb10|Psmb5|Psmb6|Psmc2|Psmc3|Psmc5|Psme1|Psme2|Ran|Rfc2|Cenpx|Skp1|Tubb5|Ubb|Ubc|Ube2i|Ywhae|Ywhaq|Psmc4|Psmd13|Psma1|Psma4|Psma5|Psmb2|Psmb3|H2az1|Psmd10|Dctn3|Psmd14|Sirt2|Psmd6|Cdc26|Chmp2a|Psmd1|Rfc5|Lin37|Ube2n|Sec13|Brcc3|Tubb4b|Psmf1,-7.2,MyList
GO Biological Processes,19,GO:0045454,cell redox homeostasis,,-9.3,7.1,9.3,20638,66,709,16,2.3,0.56,11758|14827|18024|18453|18477|21672|22166|30926|53381|53382|54683|56551|71853|72736|73723|93692,Prdx6|Pdia3|Nfe2l2|P4hb|Prdx1|Prdx2|Txn1|Glrx3|Prdx4|Txnl1|Prdx5|Txn2|Pdia6|Tmx1|Sh3bgrl3|Glrx,-7.1,MyList
Reactome Gene Sets,6,R-MMU-3299685,Detoxification of Reactive Oxygen Species,,-9.2,10,10,20638,34,709,12,1.7,0.48,11758|12460|13057|17972|18453|18477|20656|21672|22166|54683|56551|66401,Prdx6|Ccs|Cyba|Ncf4|P4hb|Prdx1|Sod2|Prdx2|Txn1|Prdx5|Txn2|Nudt2,-7.1,MyList
GO Biological Processes,19,GO:0045333,cellular respiration,,-9,4.4,8.1,20638,159,709,24,3.4,0.68,11564|12028|12176|14004|14194|17720|17993|17995|20656|22273|56428|56857|66043|66383|66445|66494|66694|67264|67273|67680|72900|170718|225887|226646,Adsl|Bax|Bnip3|Chchd2|Fh1|ND4L|Ndufs4|Ndufv1|Sod2|Uqcrc1|Mtch2|Slc37a2|Atp5d|Iscu|Cyc1|Prelid1|Uqcrfs1|Ndufb8|Ndufa10|Sdhb|Ndufv2|Idh3b|Ndufs8|Ndufs2,-6.8,MyList
GO Biological Processes,19,GO:0022904,respiratory electron transport chain,,-8.8,6.2,8.8,20638,80,709,17,2.4,0.57,14004|17720|17993|17995|20656|22273|56428|56857|66383|66445|66694|67264|67273|67680|72900|225887|226646,Chchd2|ND4L|Ndufs4|Ndufv1|Sod2|Uqcrc1|Mtch2|Slc37a2|Iscu|Cyc1|Uqcrfs1|Ndufb8|Ndufa10|Sdhb|Ndufv2|Ndufs8|Ndufs2,-6.7,MyList
KEGG Pathway,24,mmu04145,Phagosome,,-8.8,4,7.9,20638,188,709,26,3.7,0.71,11461|11966|11972|11973|11974|11984|12267|12491|13040|13057|14129|14131|16783|17113|17972|19349|21354|22154|54411|66290|66335|73834|114143|226421|227613|242341,Actb|Atp6v1b2|Atp6v0d1|Atp6v1e1|Atp6v0e|Atp6v0c|C3ar1|Cd36|Ctss|Cyba|Fcgr1|Fcgr3|Lamp1|M6pr|Ncf4|Rab7|Tap1|Tubb5|Atp6ap1|Atp6v1g1|Atp6v1c1|Atp6v1d|Atp6v0b|Rab7b|Tubb4b|Atp6v0d2,-6.7,MyList
GO Biological Processes,19,GO:0010498,proteasomal protein catabolic process,,-8.6,2.7,7.1,20638,475,709,44,6.2,0.91,11993|16912|16913|17463|18024|19166|19167|19171|19173|19175|19184|19186|19188|21402|22187|22196|22209|26440|26441|26442|26445|26446|27061|30931|50762|53378|53380|56424|59029|64136|64383|66105|66413|66440|67588|67903|68135|70247|83433|106025|108660|170930|228769|386649,Aup1|Psmb9|Psmb8|Psmd7|Nfe2l2|Psma2|Psma3|Psmb10|Psmb5|Psmb6|Psmc5|Psme1|Psme2|Skp1|Ubb|Ube2i|Ube2a|Psma1|Psma4|Psma5|Psmb2|Psmb3|Bcap31|Tor1a|Fbxo6|Sdcbp|Psmd10|Stub1|Psmd14|Sdf2l1|Sirt2|Ube2d3|Psmd6|Cdc26|Rnf41|Gipc1|Eif3h|Psmd1|Trem2|Sharpin|Rnf187|Sumo2|Psmf1|Nsfl1c,-6.5,MyList
Reactome Gene Sets,6,R-MMU-72766,Translation,,-8.6,3.7,7.6,20638,221,709,28,3.9,0.73,11837|13627|13665|13684|16785|16898|19921|19944|19988|26961|27050|27176|27367|27393|27398|54709|66163|66407|66480|66656|67115|68135|68565|68611|73830|94064|98221|110954,Rplp0|Eef1a1|Eif2s1|Eif4e|Rpsa|Rps2|Rpl19|Rpl29|Rpl6|Rpl8|Rps3|Rpl7a|Rpl3|Mrpl39|Mrpl2|Eif3i|Mrpl4|Mrps15|Rpl15|Eef1d|Rpl14|Eif3h|Mrps18a|Mrpl28|Eif3k|Mrpl27|Eif3m|Rpl10,-6.4,MyList
GO Biological Processes,19,GO:1902600,proton transmembrane transport,,-8.6,5.6,8.4,20638,94,709,18,2.5,0.59,11946|11947|11949|11966|11973|11974|12034|17706|26941|28080|54411|66043|66290|66335|67942|114143|228033|242341,Atp5a1|Atp5b|Atp5c1|Atp6v1b2|Atp6v1e1|Atp6v0e|Phb2|ATP8|Slc9a3r1|Atp5o|Atp6ap1|Atp5d|Atp6v1g1|Atp6v1c1|Atp5g2|Atp6v0b|Atp5g3|Atp6v0d2,-6.4,MyList
GO Biological Processes,19,GO:0009206,purine ribonucleoside triphosphate biosynthetic process,,-8.5,6.8,8.8,20638,64,709,15,2.1,0.54,11674|11946|11947|11949|17706|18103|18746|18950|23918|28080|66043|66401|67942|83433|228033,Aldoa|Atp5a1|Atp5b|Atp5c1|ATP8|Nme2|Pkm|Pnp|Impdh2|Atp5o|Atp5d|Nudt2|Atp5g2|Trem2|Atp5g3,-6.4,MyList
GO Biological Processes,19,GO:0022900,electron transport chain,,-8.5,5.9,8.5,20638,84,709,17,2.4,0.57,14004|17720|17993|17995|20656|22273|56428|56857|66383|66445|66694|67264|67273|67680|72900|225887|226646,Chchd2|ND4L|Ndufs4|Ndufv1|Sod2|Uqcrc1|Mtch2|Slc37a2|Iscu|Cyc1|Uqcrfs1|Ndufb8|Ndufa10|Sdhb|Ndufv2|Ndufs8|Ndufs2,-6.4,MyList
Reactome Gene Sets,6,R-MMU-917977,Transferrin endocytosis and recycling,,-8.5,10,9.8,20638,31,709,11,1.6,0.46,11966|11972|11973|11974|11984|54411|66290|66335|73834|114143|242341,Atp6v1b2|Atp6v0d1|Atp6v1e1|Atp6v0e|Atp6v0c|Atp6ap1|Atp6v1g1|Atp6v1c1|Atp6v1d|Atp6v0b|Atp6v0d2,-6.4,MyList
GO Biological Processes,19,GO:0006119,oxidative phosphorylation,,-8.4,5.2,8.2,20638,107,709,19,2.7,0.61,11946|11947|11949|14004|17720|17995|22273|28080|56428|66043|66383|66445|66694|67264|67273|70556|72900|225887|226646,Atp5a1|Atp5b|Atp5c1|Chchd2|ND4L|Ndufv1|Uqcrc1|Atp5o|Mtch2|Atp5d|Iscu|Cyc1|Uqcrfs1|Ndufb8|Ndufa10|Slc25a33|Ndufv2|Ndufs8|Ndufs2,-6.3,MyList
GO Biological Processes,19,GO:0009145,purine nucleoside triphosphate biosynthetic process,,-8.4,6.7,8.7,20638,65,709,15,2.1,0.54,11674|11946|11947|11949|17706|18103|18746|18950|23918|28080|66043|66401|67942|83433|228033,Aldoa|Atp5a1|Atp5b|Atp5c1|ATP8|Nme2|Pkm|Pnp|Impdh2|Atp5o|Atp5d|Nudt2|Atp5g2|Trem2|Atp5g3,-6.3,MyList
Reactome Gene Sets,6,R-MMU-156827,L13a-mediated translational silencing of Ceruloplasmin expression,,-8.3,5.1,8.1,20638,108,709,19,2.7,0.61,11837|13665|13684|16785|16898|19921|19944|19988|26961|27050|27176|27367|54709|66480|67115|68135|73830|98221|110954,Rplp0|Eif2s1|Eif4e|Rpsa|Rps2|Rpl19|Rpl29|Rpl6|Rpl8|Rps3|Rpl7a|Rpl3|Eif3i|Rpl15|Rpl14|Eif3h|Eif3k|Eif3m|Rpl10,-6.3,MyList
KEGG Pathway,24,ko04145,Phagosome,,-8.3,4,7.6,20638,184,709,25,3.5,0.69,11461|11966|11972|11973|11974|11984|12491|13040|13057|14129|14131|16783|17113|17972|19349|21354|22154|54411|66290|66335|73834|114143|226421|227613|242341,Actb|Atp6v1b2|Atp6v0d1|Atp6v1e1|Atp6v0e|Atp6v0c|Cd36|Ctss|Cyba|Fcgr1|Fcgr3|Lamp1|M6pr|Ncf4|Rab7|Tap1|Tubb5|Atp6ap1|Atp6v1g1|Atp6v1c1|Atp6v1d|Atp6v0b|Rab7b|Tubb4b|Atp6v0d2,-6.2,MyList
GO Biological Processes,19,GO:0001817,regulation of cytokine production,,-8.3,2.3,6.7,20638,722,709,57,8,1,11491|11541|11629|11746|12215|12261|12267|12362|12491|12522|13057|13202|14127|14131|14433|15170|15900|16149|16153|16168|16952|16956|17381|18173|18807|19016|19698|21939|21950|23845|26888|27007|27050|54445|54725|56620|56722|57914|64685|66889|67116|68051|69146|69573|70495|83433|93695|110168|140497|223601|226421|226695|232414|327957|381308|434215|100038882,Adam17|Adora2b|Aif1|Anxa4|Bsg|C1qbp|C3ar1|Casp1|Cd36|Cd83|Cyba|Ddt|Fcer1g|Fcgr3|Gapdh|Ptpn6|Irf8|Cd74|Il10|Il15|Anxa1|Lpl|Mmp12|Slc11a1|Pld3|Pparg|Relb|Cd40|Tnfsf9|Clec5a|Clec4a2|Klrk1|Rps3|Unc93b1|Cadm1|Clec4n|Litaf|Crlf2|Nmi|Rnf128|Cuedc2|Nutf2|Gsdmd|Hilpda|Atp6ap2|Trem2|Gpnmb|Gpr18|Cd300c2|Cyrib|Rab7b|Ifi205|Clec9a|Scimp|Ifi211|Lrrc32|Isg15,-6.2,MyList
Reactome Gene Sets,6,R-MMU-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,,-8.3,5.1,8,20638,109,709,19,2.7,0.61,11837|13665|13684|16785|16898|19921|19944|19988|26961|27050|27176|27367|54709|66480|67115|68135|73830|98221|110954,Rplp0|Eif2s1|Eif4e|Rpsa|Rps2|Rpl19|Rpl29|Rpl6|Rpl8|Rps3|Rpl7a|Rpl3|Eif3i|Rpl15|Rpl14|Eif3h|Eif3k|Eif3m|Rpl10,-6.2,MyList
GO Biological Processes,19,GO:0009201,ribonucleoside triphosphate biosynthetic process,,-8.2,6.5,8.5,20638,67,709,15,2.1,0.54,11674|11946|11947|11949|17706|18103|18746|18950|23918|28080|66043|66401|67942|83433|228033,Aldoa|Atp5a1|Atp5b|Atp5c1|ATP8|Nme2|Pkm|Pnp|Impdh2|Atp5o|Atp5d|Nudt2|Atp5g2|Trem2|Atp5g3,-6.1,MyList
GO Biological Processes,19,GO:0044403,biological process involved in symbiotic interaction,,-8.1,2.8,6.9,20638,390,709,38,5.4,0.85,12028|12034|12215|12631|12913|13030|14433|14468|14469|15481|16149|16852|17069|18453|18643|19035|19182|19349|20723|22196|22320|23962|23983|30960|53817|54198|55932|56382|58203|68441|68953|69019|69550|74735|80287|229906|268373|100038882,Bax|Phb2|Bsg|Cfl1|Creb3|Ctsb|Gapdh|Gbp2b|Gbp2|Hspa8|Cd74|Lgals1|Ly6e|P4hb|Pfn1|Ppib|Psmc3|Rab7|Serpinb9|Ube2i|Vamp8|Oasl2|Pcbp1|Vapa|Ddx39b|Snx3|Gbp3|Rab9|Zbp1|Rraga|Chmp2a|Spcs1|Bst2|Trim14|Apobec3|Gtf2b|Ppia|Isg15,-6,MyList
GO Biological Processes,19,GO:0009205,purine ribonucleoside triphosphate metabolic process,,-8,5.9,8.2,20638,79,709,16,2.3,0.56,11674|11946|11947|11949|17706|18103|18746|18950|19384|23918|28080|66043|66401|67942|83433|228033,Aldoa|Atp5a1|Atp5b|Atp5c1|ATP8|Nme2|Pkm|Pnp|Ran|Impdh2|Atp5o|Atp5d|Nudt2|Atp5g2|Trem2|Atp5g3,-6,MyList
GO Biological Processes,19,GO:0019884,antigen processing and presentation of exogenous antigen,,-8,9.4,9.3,20638,34,709,11,1.6,0.46,11774|13040|14127|14129|14131|16149|19186|19188|21354|26888|54445,Ap3b1|Ctss|Fcer1g|Fcgr1|Fcgr3|Cd74|Psme1|Psme2|Tap1|Clec4a2|Unc93b1,-5.9,MyList
KEGG Pathway,24,ko04932,Non-alcoholic fatty liver disease (NAFLD),,-8,4.2,7.5,20638,151,709,22,3.1,0.65,12028|12540|12868|13665|14102|17993|17995|22259|22273|66108|66445|66694|67003|67264|67273|67680|68349|69875|72900|110323|225887|226646,Bax|Cdc42|Cox8a|Eif2s1|Fas|Ndufs4|Ndufv1|Nr1h3|Uqcrc1|Ndufa9|Cyc1|Uqcrfs1|Uqcrc2|Ndufb8|Ndufa10|Sdhb|Ndufs3|Ndufa11|Ndufv2|Cox6b1|Ndufs8|Ndufs2,-5.9,MyList
GO Biological Processes,19,GO:0015980,energy derivation by oxidation of organic compounds,,-8,3.4,7.1,20638,250,709,29,4.1,0.74,11564|12028|12176|12491|14004|14194|14683|16828|17720|17993|17995|20656|22273|56351|56428|56857|66043|66383|66445|66494|66694|67264|67273|67680|68961|72900|170718|225887|226646,Adsl|Bax|Bnip3|Cd36|Chchd2|Fh1|Gnas|Ldha|ND4L|Ndufs4|Ndufv1|Sod2|Uqcrc1|Ptges3|Mtch2|Slc37a2|Atp5d|Iscu|Cyc1|Prelid1|Uqcrfs1|Ndufb8|Ndufa10|Sdhb|Phkg2|Ndufv2|Idh3b|Ndufs8|Ndufs2,-5.9,MyList
GO Biological Processes,19,GO:1990748,cellular detoxification,,-7.8,9.1,9.1,20638,35,709,11,1.6,0.46,11532|11758|12460|12491|13361|13885|18024|18477|20656|21672|58810,Adh5|Prdx6|Ccs|Cd36|Dhfr|Esd|Nfe2l2|Prdx1|Sod2|Prdx2|Akr1a1,-5.8,MyList
KEGG Pathway,24,ko04141,Protein processing in endoplasmic reticulum,,-7.8,4,7.4,20638,167,709,23,3.2,0.67,12028|13200|13665|14827|15481|18024|18453|20014|20832|21402|27061|50762|56424|56550|66105|66256|66397|67397|67838|71853|103963|110379|386649,Bax|Ddost|Eif2s1|Pdia3|Hspa8|Nfe2l2|P4hb|Rpn2|Ssr4|Skp1|Bcap31|Fbxo6|Stub1|Ube2d2a|Ube2d3|Ssr2|Sar1b|Erp29|Dnajb11|Pdia6|Rpn1|Sec13|Nsfl1c,-5.8,MyList
Reactome Gene Sets,6,R-MMU-72613,Eukaryotic Translation Initiation,,-7.8,4.8,7.7,20638,116,709,19,2.7,0.61,11837|13665|13684|16785|16898|19921|19944|19988|26961|27050|27176|27367|54709|66480|67115|68135|73830|98221|110954,Rplp0|Eif2s1|Eif4e|Rpsa|Rps2|Rpl19|Rpl29|Rpl6|Rpl8|Rps3|Rpl7a|Rpl3|Eif3i|Rpl15|Rpl14|Eif3h|Eif3k|Eif3m|Rpl10,-5.8,MyList
Reactome Gene Sets,6,R-MMU-72737,Cap-dependent Translation Initiation,,-7.8,4.8,7.7,20638,116,709,19,2.7,0.61,11837|13665|13684|16785|16898|19921|19944|19988|26961|27050|27176|27367|54709|66480|67115|68135|73830|98221|110954,Rplp0|Eif2s1|Eif4e|Rpsa|Rps2|Rpl19|Rpl29|Rpl6|Rpl8|Rps3|Rpl7a|Rpl3|Eif3i|Rpl15|Rpl14|Eif3h|Eif3k|Eif3m|Rpl10,-5.8,MyList
