Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:1901653,cellular response to peptide,,-5.1,2.7,5.2,18969,301,589,25,4.2,0.83,11652|12363|12387|14289|14784|16001|16452|17250|18227|19303|19877|26379|56041|56637|65019|67972|69816|93759|98415|108155|213053|216233|228869|231070|384783,Akt2|Casp4|Ctnnb1|Fpr2|Grb2|Igf1r|Jak2|Abcc1|Nr4a2|Pxn|Rock1|Esrra|Uso1|Gsk3b|Rpl23|Atp2b1|Mzb1|Sirt1|Nucks1|Ogt|Slc39a14|Socs2|Ncoa5|Insig1|Irs2,-2.9,MyList
GO Biological Processes,19,GO:0045785,positive regulation of cell adhesion,,-5,2.3,5.1,18969,442,589,32,5.4,0.93,11501|11987|12317|12333|12505|12519|15505|15519|16179|16190|16193|16402|16452|16878|17127|18793|19204|19261|19419|19877|20194|20296|20963|20971|21817|21825|22042|22339|56637|78317|216799|234839,Adam8|Slc7a1|Calr|Capn1|Cd44|Cd80|Hsph1|Hsp90aa1|Irak1|Il4ra|Il6|Itga5|Jak2|Lif|Smad3|Plaur|Ptafr|Sirpa|Rasgrp1|Rock1|S100a10|Ccl2|Syk|Sdc4|Tgm2|Thbs1|Tfrc|Vegfa|Gsk3b|Ccdc88b|Nlrp3|Piezo1,-2.9,MyList
GO Biological Processes,19,GO:0001819,positive regulation of cytokine production,,-5,2.3,5.1,18969,443,589,32,5.4,0.93,11501|11911|12363|12611|13198|15251|15519|15951|16179|16190|16193|16452|17127|17164|18413|18550|19204|19225|19419|20296|20539|20655|20963|21825|22411|56200|56619|78317|170779|214855|216799|245126,Adam8|Atf4|Casp4|Cebpg|Ddit3|Hif1a|Hsp90aa1|Ifi204|Irak1|Il4ra|Il6|Jak2|Smad3|Mapkapk2|Osm|Furin|Ptafr|Ptgs2|Rasgrp1|Ccl2|Slc7a5|Sod1|Syk|Thbs1|Wnt11|Ddx21|Clec4e|Ccdc88b|Cd209d|Arid5a|Nlrp3|Tarm1,-2.9,MyList
GO Biological Processes,19,GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,,-5,4.3,5.9,18969,97,589,13,2.2,0.61,12282|12505|15251|15502|15505|17210|18793|19225|56449|57741|74126|93759|109815,Hyou1|Cd44|Hif1a|Dnaja1|Hsph1|Mcl1|Plaur|Ptgs2|Ybx3|Noc2l|Syvn1|Sirt1|Selenos,-2.9,MyList
GO Biological Processes,19,GO:1903409,reactive oxygen species biosynthetic process,,-5,3.8,5.7,18969,127,589,15,2.5,0.65,11652|11951|12633|15519|16193|16452|16549|16600|17127|19225|19261|20655|93759|108155|230738,Akt2|Atp5g1|Cflar|Hsp90aa1|Il6|Jak2|Khsrp|Klf4|Smad3|Ptgs2|Sirpa|Sod1|Sirt1|Ogt|Zc3h12a,-2.9,MyList
GO Biological Processes,19,GO:0035966,response to topologically incorrect protein,,-5,3.6,5.6,18969,143,589,16,2.7,0.67,11911|12317|12330|13198|14828|15505|15519|21825|27362|27368|74126|74840|109815|192193|320011|100037258,Atf4|Calr|Canx|Ddit3|Hspa5|Hsph1|Hsp90aa1|Thbs1|Dnajb9|Tbl2|Syvn1|Manf|Selenos|Edem1|Uggt1|Dnajc3,-2.9,MyList
GO Biological Processes,19,GO:1901652,response to peptide,,-5,2.4,5.1,18969,403,589,30,5.1,0.91,11652|11938|12333|12363|12387|13654|14289|14784|16001|16452|17250|18128|18227|19303|19877|21929|26379|56041|56637|65019|67972|69816|93759|98415|108155|213053|216233|228869|231070|384783,Akt2|Atp2a2|Capn1|Casp4|Ctnnb1|Egr2|Fpr2|Grb2|Igf1r|Jak2|Abcc1|Notch1|Nr4a2|Pxn|Rock1|Tnfaip3|Esrra|Uso1|Gsk3b|Rpl23|Atp2b1|Mzb1|Sirt1|Nucks1|Ogt|Slc39a14|Socs2|Ncoa5|Insig1|Irs2,-2.9,MyList
GO Biological Processes,19,GO:0043618,regulation of transcription from RNA polymerase II promoter in response to stress,,-5,6.3,6.4,18969,46,589,9,1.5,0.51,11911|13198|15251|16210|18023|18128|19664|22339|231659,Atf4|Ddit3|Hif1a|Impact|Nfe2l1|Notch1|Rbpj|Vegfa|Gcn1,-2.9,MyList
GO Biological Processes,19,GO:0048771,tissue remodeling,,-5,3.2,5.4,18969,194,589,19,3.2,0.73,11501|11622|12333|12387|15251|16193|16878|16974|19664|19877|20963|21817|21857|22042|22339|23849|56637|66923|215653,Adam8|Ahr|Capn1|Ctnnb1|Hif1a|Il6|Lif|Lrp6|Rbpj|Rock1|Syk|Tgm2|Timp1|Tfrc|Vegfa|Klf6|Gsk3b|Pbrm1|Rassf2,-2.9,MyList
GO Biological Processes,19,GO:1902373,negative regulation of mRNA catabolic process,,-5,5.6,6.2,18969,58,589,10,1.7,0.53,15381|17164|22057|22339|56403|73158|77134|210106|214627|217980,Hnrnpc|Mapkapk2|Tob1|Vegfa|Syncrip|Larp1|Hnrnpa0|Tent4a|Tent4b|Larp4b,-2.9,MyList
GO Biological Processes,19,GO:0048732,gland development,,-5,2.3,5,18969,468,589,33,5.6,0.95,11622|12125|12333|12387|12505|12633|14104|15251|15902|16001|16193|16452|16468|16658|16798|16974|17127|18102|18128|18793|18844|19664|20807|21817|21929|22339|24075|67784|68268|140740|216233|353310|384783,Ahr|Bcl2l11|Capn1|Ctnnb1|Cd44|Cflar|Fasn|Hif1a|Id2|Igf1r|Il6|Jak2|Jarid2|Mafb|Lats1|Lrp6|Smad3|Nme1|Notch1|Plaur|Plxna1|Rbpj|Srf|Tgm2|Tnfaip3|Vegfa|Taf10|Plxnd1|Zdhhc21|Sec63|Socs2|Zfp703|Irs2,-2.9,MyList
GO Biological Processes,19,GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c",,-4.9,15,8.1,18969,11,589,5,0.85,0.38,13063|22272|66152|66576|67530,Cycs|Uqcrq|Uqcr10|Uqcrh|Uqcrb,-2.9,MyList
GO Biological Processes,19,GO:0061419,positive regulation of transcription from RNA polymerase II promoter in response to hypoxia,,-4.9,21,9,18969,6,589,4,0.68,0.34,15251|18128|19664|22339,Hif1a|Notch1|Rbpj|Vegfa,-2.8,MyList
GO Biological Processes,19,GO:1902175,regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,,-4.9,8.3,6.8,18969,27,589,7,1.2,0.45,15251|15505|17210|20655|50754|71514|93759,Hif1a|Hsph1|Mcl1|Sod1|Fbxw7|Sfpq|Sirt1,-2.8,MyList
GO Biological Processes,19,GO:0097242,amyloid-beta clearance,,-4.8,7,6.5,18969,37,589,8,1.4,0.48,13121|15357|16001|16835|19877|20288|20807|233489,Cyp51|Hmgcr|Igf1r|Ldlr|Rock1|Msr1|Srf|Picalm,-2.8,MyList
GO Biological Processes,19,GO:1990138,neuron projection extension,,-4.8,3.1,5.3,18969,199,589,19,3.2,0.73,11951|12387|12934|13542|13690|15516|15519|16210|18472|18844|20351|20354|20807|21844|22339|56637|70834|75788|233489,Atp5g1|Ctnnb1|Dpysl2|Dvl1|Eif4g2|Hsp90ab1|Hsp90aa1|Impact|Pafah1b1|Plxna1|Sema4a|Sema4d|Srf|Tiam1|Vegfa|Gsk3b|Spag9|Smurf1|Picalm,-2.7,MyList
GO Biological Processes,19,GO:0034644,cellular response to UV,,-4.8,4.4,5.8,18969,87,589,12,2,0.58,12575|12925|16210|18538|21857|50754|57741|66915|80750|93759|213990|319162,Cdkn1a|Crip1|Impact|Pcna|Timp1|Fbxw7|Noc2l|Cops9|N4bp1|Sirt1|Agap3|H2aw,-2.7,MyList
GO Biological Processes,19,GO:0042254,ribosome biogenesis,,-4.8,2.6,5.1,18969,292,589,24,4.1,0.81,14113|18432|19942|20054|20068|20088|20116|24015|54127|56200|57741|57808|66481|66489|66942|67040|67671|67941|69713|75617|75751|110954|214627|268449,Fbl|Mybbp1a|Rpl27|Rps15|Rps17|Rps24|Rps8|Abce1|Rps28|Ddx21|Noc2l|Rpl35a|Rps21|Rpl35|Ddx18|Ddx17|Rpl38|Rps27l|Pin4|Rps25|Ipo4|Rpl10|Tent4b|Rpl23a,-2.7,MyList
GO Biological Processes,19,GO:2000278,regulation of DNA biosynthetic process,,-4.8,3.9,5.5,18969,117,589,14,2.4,0.63,11622|12387|12575|15381|15516|15519|16600|17165|18538|22339|56637|70640|214627|227737,Ahr|Ctnnb1|Cdkn1a|Hnrnpc|Hsp90ab1|Hsp90aa1|Klf4|Mapkapk5|Pcna|Vegfa|Gsk3b|Dcp2|Tent4b|Niban2,-2.7,MyList
GO Biological Processes,19,GO:0050772,positive regulation of axonogenesis,,-4.8,4.1,5.6,18969,102,589,13,2.2,0.61,11951|13690|18472|18844|20354|20482|20807|21844|22339|24136|56637|67784|233489,Atp5g1|Eif4g2|Pafah1b1|Plxna1|Sema4d|Skil|Srf|Tiam1|Vegfa|Zeb2|Gsk3b|Plxnd1|Picalm,-2.7,MyList
GO Biological Processes,19,GO:0001837,epithelial to mesenchymal transition,,-4.8,3.5,5.4,18969,149,589,16,2.7,0.67,12387|15251|16193|16974|17127|18128|19052|19664|21453|21844|22339|22411|56637|67040|353310|384009,Ctnnb1|Hif1a|Il6|Lrp6|Smad3|Notch1|Ppp2ca|Rbpj|Tcof1|Tiam1|Vegfa|Wnt11|Gsk3b|Ddx17|Zfp703|Glipr2,-2.7,MyList
WikiPathways,27,WP447,Adipogenesis genes,,-4.8,3.6,5.5,18969,133,589,15,2.5,0.65,11622|12387|13198|13542|13654|15251|16193|16878|17127|18413|21887|23849|59027|268903|384783,Ahr|Ctnnb1|Ddit3|Dvl1|Egr2|Hif1a|Il6|Lif|Smad3|Osm|Tle3|Klf6|Nampt|Nrip1|Irs2,-2.7,MyList
KEGG Pathway,24,ko00100,Steroid biosynthesis,,-4.8,10,7.2,18969,19,589,6,1,0.41,13121|14137|20775|66234|74754|235293,Cyp51|Fdft1|Sqle|Msmo1|Dhcr24|Sc5d,-2.7,MyList
KEGG Pathway,24,mmu00100,Steroid biosynthesis,,-4.8,10,7.2,18969,19,589,6,1,0.41,13121|14137|20775|66234|74754|235293,Cyp51|Fdft1|Sqle|Msmo1|Dhcr24|Sc5d,-2.7,MyList
GO Biological Processes,19,GO:0046165,alcohol biosynthetic process,,-4.7,3.6,5.4,18969,134,589,15,2.5,0.65,13121|14137|14718|15357|19204|20655|20788|52014|56193|66234|74754|110196|208715|231070|235293,Cyp51|Fdft1|Got1|Hmgcr|Ptafr|Sod1|Srebf2|Nus1|Plek|Msmo1|Dhcr24|Fdps|Hmgcs1|Insig1|Sc5d,-2.7,MyList
GO Biological Processes,19,GO:1903844,regulation of cellular response to transforming growth factor beta stimulus,,-4.7,3.8,5.5,18969,119,589,14,2.4,0.63,12633|14718|14828|15516|16798|17127|18550|19042|20481|20482|21825|75788|93759|353310,Cflar|Got1|Hspa5|Hsp90ab1|Lats1|Smad3|Furin|Ppm1a|Ski|Skil|Thbs1|Smurf1|Sirt1|Zfp703,-2.7,MyList
GO Biological Processes,19,GO:0051347,positive regulation of transferase activity,,-4.7,2.1,4.7,18969,591,589,38,6.5,1,11501|12387|12444|12575|13167|14254|14289|15505|15516|15519|16001|16179|16452|16600|16706|17165|18538|18712|19052|19303|19419|20655|20963|20971|21825|21844|22325|22339|24136|50754|70834|77891|93759|109700|109910|215653|224105|231659,Adam8|Ctnnb1|Ccnd2|Cdkn1a|Dbi|Flt1|Fpr2|Hsph1|Hsp90ab1|Hsp90aa1|Igf1r|Irak1|Jak2|Klf4|Ksr1|Mapkapk5|Pcna|Pim1|Ppp2ca|Pxn|Rasgrp1|Sod1|Syk|Sdc4|Thbs1|Tiam1|Vav2|Vegfa|Zeb2|Fbxw7|Spag9|Ube2s|Sirt1|Itga1|Zfp91|Rassf2|Pak2|Gcn1,-2.6,MyList
GO Biological Processes,19,GO:0071482,cellular response to light stimulus,,-4.7,4,5.5,18969,104,589,13,2.2,0.61,11652|12575|12925|16210|18538|21857|50754|57741|66915|80750|93759|213990|319162,Akt2|Cdkn1a|Crip1|Impact|Pcna|Timp1|Fbxw7|Noc2l|Cops9|N4bp1|Sirt1|Agap3|H2aw,-2.6,MyList
GO Biological Processes,19,GO:0048255,mRNA stabilization,,-4.7,5.8,6.1,18969,50,589,9,1.5,0.51,15381|17164|22339|56403|73158|77134|210106|214627|217980,Hnrnpc|Mapkapk2|Vegfa|Syncrip|Larp1|Hnrnpa0|Tent4a|Tent4b|Larp4b,-2.6,MyList
GO Biological Processes,19,GO:1902532,negative regulation of intracellular signal transduction,,-4.7,2.2,4.8,18969,504,589,34,5.8,0.96,12282|12333|12505|13198|13449|13669|15251|15357|15502|15505|16001|16600|16878|17165|17210|18472|18626|18793|19042|19225|19261|21825|21929|56449|56637|57741|74126|93759|107746|109815|215653|216799|224640|230738,Hyou1|Capn1|Cd44|Ddit3|Dok2|Eif3a|Hif1a|Hmgcr|Dnaja1|Hsph1|Igf1r|Klf4|Lif|Mapkapk5|Mcl1|Pafah1b1|Per1|Plaur|Ppm1a|Ptgs2|Sirpa|Thbs1|Tnfaip3|Ybx3|Gsk3b|Noc2l|Syvn1|Sirt1|Rapgef1|Selenos|Rassf2|Nlrp3|Lemd2|Zc3h12a,-2.6,MyList
GO Biological Processes,19,GO:0022618,ribonucleoprotein complex assembly,,-4.7,3.2,5.2,18969,169,589,17,2.9,0.69,13669|15516|15519|20054|54127|67204|67671|67684|67941|67996|68011|68184|69878|75617|108013|110954|268449,Eif3a|Hsp90ab1|Hsp90aa1|Rps15|Rps28|Eif2s2|Rpl38|Luc7l3|Rps27l|Srsf6|Snrpg|Denr|Snrpf|Rps25|Celf4|Rpl10|Rpl23a,-2.6,MyList
GO Biological Processes,19,GO:0080135,regulation of cellular response to stress,,-4.7,2,4.7,18969,638,589,40,6.8,1,11911|12282|12387|12505|12611|15251|15357|15502|15505|16001|16600|17210|18023|18472|18538|18626|19225|19261|19419|20482|20655|22339|23879|30940|50754|56449|59027|67956|71514|74126|74840|93759|107746|108155|108954|109815|215653|230738|231070|100037258,Atf4|Hyou1|Ctnnb1|Cd44|Cebpg|Hif1a|Hmgcr|Dnaja1|Hsph1|Igf1r|Klf4|Mcl1|Nfe2l1|Pafah1b1|Pcna|Per1|Ptgs2|Sirpa|Rasgrp1|Skil|Sod1|Vegfa|Fxr2|Usp25|Fbxw7|Ybx3|Nampt|Kmt5a|Sfpq|Syvn1|Manf|Sirt1|Rapgef1|Ogt|Ppp1r15b|Selenos|Rassf2|Zc3h12a|Insig1|Dnajc3,-2.6,MyList
GO Biological Processes,19,GO:0043087,regulation of GTPase activity,,-4.7,2.5,4.9,18969,318,589,25,4.2,0.83,11652|18472|18844|19419|20194|20293|20296|20305|20306|20354|20655|21844|22325|22411|56637|67784|69710|70296|100855|107746|108911|170625|231821|233489|320634,Akt2|Pafah1b1|Plxna1|Rasgrp1|S100a10|Ccl12|Ccl2|Ccl6|Ccl7|Sema4d|Sod1|Tiam1|Vav2|Wnt11|Gsk3b|Plxnd1|Arap1|Tbc1d13|Tbc1d14|Rapgef1|Rcc2|Snx18|Adap1|Picalm|Ocrl,-2.6,MyList
GO Biological Processes,19,GO:0002521,leukocyte differentiation,,-4.6,2.1,4.7,18969,594,589,38,6.5,1,11501|11622|12387|12505|12611|14104|15519|15902|16190|16193|16658|16848|16878|17474|18102|18472|19419|19664|19934|20351|20807|20963|21929|22042|22339|26379|27362|50754|56619|56637|57259|74126|93759|215653|216799|230738|246746|270110,Adam8|Ahr|Ctnnb1|Cd44|Cebpg|Fasn|Hsp90aa1|Id2|Il4ra|Il6|Mafb|Lfng|Lif|Clec4d|Nme1|Pafah1b1|Rasgrp1|Rbpj|Rpl22|Sema4a|Srf|Syk|Tnfaip3|Tfrc|Vegfa|Esrra|Dnajb9|Fbxw7|Clec4e|Gsk3b|Tob2|Syvn1|Sirt1|Rassf2|Nlrp3|Zc3h12a|Cd300lf|Irf2bp2,-2.6,MyList
GO Biological Processes,19,GO:1903555,regulation of tumor necrosis factor superfamily cytokine production,,-4.6,3.2,5.2,18969,170,589,17,2.9,0.69,11501|16193|16452|17164|19204|19261|19419|20128|20296|20963|21825|21929|93759|109815|214855|224647|230738,Adam8|Il6|Jak2|Mapkapk2|Ptafr|Sirpa|Rasgrp1|Trim30a|Ccl2|Syk|Thbs1|Tnfaip3|Sirt1|Selenos|Arid5a|Ilrun|Zc3h12a,-2.6,MyList
GO Biological Processes,19,GO:0048569,post-embryonic animal organ development,,-4.6,9.7,6.9,18969,20,589,6,1,0.41,11622|12125|14254|16452|16600|22339,Ahr|Bcl2l11|Flt1|Jak2|Klf4|Vegfa,-2.6,MyList
GO Biological Processes,19,GO:0070935,3'-UTR-mediated mRNA stabilization,,-4.6,9.7,6.9,18969,20,589,6,1,0.41,15381|17164|77134|210106|214627|217980,Hnrnpc|Mapkapk2|Hnrnpa0|Tent4a|Tent4b|Larp4b,-2.6,MyList
GO Biological Processes,19,GO:0051101,regulation of DNA binding,,-4.6,3.7,5.4,18969,121,589,14,2.4,0.63,12387|13198|15902|16452|16600|16878|18102|18793|20481|24075|50754|93759|224647|227737,Ctnnb1|Ddit3|Id2|Jak2|Klf4|Lif|Nme1|Plaur|Ski|Taf10|Fbxw7|Sirt1|Ilrun|Niban2,-2.6,MyList
GO Biological Processes,19,GO:0043620,regulation of DNA-templated transcription in response to stress,,-4.6,5.7,6,18969,51,589,9,1.5,0.51,11911|13198|15251|16210|18023|18128|19664|22339|231659,Atf4|Ddit3|Hif1a|Impact|Nfe2l1|Notch1|Rbpj|Vegfa|Gcn1,-2.6,MyList
GO Biological Processes,19,GO:0071542,dopaminergic neuron differentiation,,-4.6,6.4,6.2,18969,40,589,8,1.4,0.48,12387|15251|16974|18227|21844|22339|56637|74840,Ctnnb1|Hif1a|Lrp6|Nr4a2|Tiam1|Vegfa|Gsk3b|Manf,-2.6,MyList
Reactome Gene Sets,6,R-MMU-72163,mRNA Splicing - Major Pathway,,-4.6,3.2,5.1,18969,172,589,17,2.9,0.69,15381|17749|18521|21681|59013|60365|66441|66491|67996|68011|69878|76936|77134|101943|108014|228410|229279,Hnrnpc|Polr2k|Pcbp2|Alyref|Hnrnph1|Rbm8a|Magohb|Polr2l|Srsf6|Snrpg|Snrpf|Hnrnpm|Hnrnpa0|Sf3b3|Srsf9|Cstf3|Hnrnpa3,-2.6,MyList
GO Biological Processes,19,GO:1901617,organic hydroxy compound biosynthetic process,,-4.6,2.9,5,18969,226,589,20,3.4,0.75,13121|14137|14718|15357|18227|19204|20655|20775|20788|24136|52014|56193|66234|74754|93759|110196|170459|208715|231070|235293,Cyp51|Fdft1|Got1|Hmgcr|Nr4a2|Ptafr|Sod1|Sqle|Srebf2|Zeb2|Nus1|Plek|Msmo1|Dhcr24|Sirt1|Fdps|Stard4|Hmgcs1|Insig1|Sc5d,-2.5,MyList
GO Biological Processes,19,GO:0071900,regulation of protein serine/threonine kinase activity,,-4.5,2.3,4.7,18969,426,589,30,5.1,0.91,11501|12444|12575|14254|15357|15502|15516|16001|16179|16706|16798|16974|18712|19052|19303|19419|20655|20963|21825|21844|21929|22339|24136|26914|56637|56706|70834|93759|109700|192231,Adam8|Ccnd2|Cdkn1a|Flt1|Hmgcr|Dnaja1|Hsp90ab1|Igf1r|Irak1|Ksr1|Lats1|Lrp6|Pim1|Ppp2ca|Pxn|Rasgrp1|Sod1|Syk|Thbs1|Tiam1|Tnfaip3|Vegfa|Zeb2|Macroh2a1|Gsk3b|Ccnl1|Spag9|Sirt1|Itga1|Hexim1,-2.5,MyList
GO Biological Processes,19,GO:0010922,positive regulation of phosphatase activity,,-4.5,7.5,6.4,18969,30,589,7,1.2,0.45,15516|16452|17127|19052|56193|108954|109700,Hsp90ab1|Jak2|Smad3|Ppp2ca|Plek|Ppp1r15b|Itga1,-2.5,MyList
GO Biological Processes,19,GO:1900152,"negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",,-4.5,32,9.7,18969,3,589,3,0.51,0.29,22057|210106|214627,Tob1|Tent4a|Tent4b,-2.5,MyList
GO Biological Processes,19,GO:0060212,negative regulation of nuclear-transcribed mRNA poly(A) tail shortening,,-4.5,32,9.7,18969,3,589,3,0.51,0.29,22057|210106|214627,Tob1|Tent4a|Tent4b,-2.5,MyList
GO Biological Processes,19,GO:1902177,positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,,-4.5,18,8.2,18969,7,589,4,0.68,0.34,17210|20655|50754|71514,Mcl1|Sod1|Fbxw7|Sfpq,-2.5,MyList
GO Biological Processes,19,GO:0048588,developmental cell growth,,-4.5,2.7,4.9,18969,266,589,22,3.7,0.78,11951|12387|12934|13542|13690|15516|15519|16210|18472|18844|20351|20354|20807|21844|22339|24136|56637|70834|75788|93759|110196|233489,Atp5g1|Ctnnb1|Dpysl2|Dvl1|Eif4g2|Hsp90ab1|Hsp90aa1|Impact|Pafah1b1|Plxna1|Sema4a|Sema4d|Srf|Tiam1|Vegfa|Zeb2|Gsk3b|Spag9|Smurf1|Sirt1|Fdps|Picalm,-2.5,MyList
GO Biological Processes,19,GO:0045859,regulation of protein kinase activity,,-4.5,2,4.6,18969,672,589,41,7,1,11501|12444|12575|13542|14254|15357|15502|15505|15516|15519|16001|16179|16193|16452|16706|16798|16974|18712|19052|19303|19419|20655|20963|20971|21825|21844|21929|22339|24136|26914|50754|56637|56706|70834|93759|109700|109910|192231|215653|224105|100037258,Adam8|Ccnd2|Cdkn1a|Dvl1|Flt1|Hmgcr|Dnaja1|Hsph1|Hsp90ab1|Hsp90aa1|Igf1r|Irak1|Il6|Jak2|Ksr1|Lats1|Lrp6|Pim1|Ppp2ca|Pxn|Rasgrp1|Sod1|Syk|Sdc4|Thbs1|Tiam1|Tnfaip3|Vegfa|Zeb2|Macroh2a1|Fbxw7|Gsk3b|Ccnl1|Spag9|Sirt1|Itga1|Zfp91|Hexim1|Rassf2|Pak2|Dnajc3,-2.5,MyList
GO Biological Processes,19,GO:1900180,regulation of protein localization to nucleus,,-4.5,3.4,5.2,18969,141,589,15,2.5,0.65,15516|15519|16193|16452|16798|16878|19052|19225|22042|56637|76936|93759|108155|224647|230738,Hsp90ab1|Hsp90aa1|Il6|Jak2|Lats1|Lif|Ppp2ca|Ptgs2|Tfrc|Gsk3b|Hnrnpm|Sirt1|Ogt|Ilrun|Zc3h12a,-2.5,MyList
KEGG Pathway,24,mmu05205,Proteoglycans in cancer,,-4.5,2.9,5,18969,211,589,19,3.2,0.73,11652|12387|12505|12575|14104|14784|15251|16001|16402|18793|19303|19877|20971|21825|21844|22325|22339|22411|27049,Akt2|Ctnnb1|Cd44|Cdkn1a|Fasn|Grb2|Hif1a|Igf1r|Itga5|Plaur|Pxn|Rock1|Sdc4|Thbs1|Tiam1|Vav2|Vegfa|Wnt11|Etv3,-2.5,MyList
GO Biological Processes,19,GO:0071216,cellular response to biotic stimulus,,-4.5,2.8,4.9,18969,230,589,20,3.4,0.75,12125|12519|13198|14828|16179|16193|16452|19261|19704|20293|20296|20963|21929|56637|108155|108954|109815|214855|216799|230738,Bcl2l11|Cd80|Ddit3|Hspa5|Irak1|Il6|Jak2|Sirpa|Upf1|Ccl12|Ccl2|Syk|Tnfaip3|Gsk3b|Ogt|Ppp1r15b|Selenos|Arid5a|Nlrp3|Zc3h12a,-2.5,MyList
GO Biological Processes,19,GO:0046209,nitric oxide metabolic process,,-4.5,4.4,5.5,18969,80,589,11,1.9,0.56,11652|15519|16193|16452|16549|16600|17127|19225|19261|109815|230738,Akt2|Hsp90aa1|Il6|Jak2|Khsrp|Klf4|Smad3|Ptgs2|Sirpa|Selenos|Zc3h12a,-2.5,MyList
GO Biological Processes,19,GO:0071496,cellular response to external stimulus,,-4.4,2.7,4.9,18969,249,589,21,3.6,0.76,11911|12387|12575|14718|14828|16210|17691|18227|18432|18712|20788|20807|22042|22411|27368|56637|93759|230738|231659|234839|100503924,Atf4|Ctnnb1|Cdkn1a|Got1|Hspa5|Impact|Sik1|Nr4a2|Mybbp1a|Pim1|Srebf2|Srf|Tfrc|Wnt11|Tbl2|Gsk3b|Sirt1|Zc3h12a|Gcn1|Piezo1|Fcor,-2.5,MyList
GO Biological Processes,19,GO:0071826,ribonucleoprotein complex subunit organization,,-4.4,3.1,5,18969,176,589,17,2.9,0.69,13669|15516|15519|20054|54127|67204|67671|67684|67941|67996|68011|68184|69878|75617|108013|110954|268449,Eif3a|Hsp90ab1|Hsp90aa1|Rps15|Rps28|Eif2s2|Rpl38|Luc7l3|Rps27l|Srsf6|Snrpg|Denr|Snrpf|Rps25|Celf4|Rpl10|Rpl23a,-2.5,MyList
GO Biological Processes,19,GO:0071417,cellular response to organonitrogen compound,,-4.4,2.1,4.6,18969,518,589,34,5.8,0.96,11622|11652|11911|11951|12363|12387|14289|14784|16001|16210|16452|17250|18227|19303|19877|22027|26379|56041|56637|65019|67972|69816|73158|93759|98415|107746|108155|118445|213053|216233|216799|228869|231070|384783,Ahr|Akt2|Atf4|Atp5g1|Casp4|Ctnnb1|Fpr2|Grb2|Igf1r|Impact|Jak2|Abcc1|Nr4a2|Pxn|Rock1|Hsp90b1|Esrra|Uso1|Gsk3b|Rpl23|Atp2b1|Mzb1|Larp1|Sirt1|Nucks1|Rapgef1|Ogt|Klf16|Slc39a14|Socs2|Nlrp3|Ncoa5|Insig1|Irs2,-2.5,MyList
GO Biological Processes,19,GO:0043410,positive regulation of MAPK cascade,,-4.4,2.1,4.6,18969,518,589,34,5.8,0.96,11501|12387|12505|12633|14254|14289|15357|16001|16179|16193|16706|16878|18128|18413|19303|19419|19877|20293|20296|20305|20306|20655|20963|21825|21844|22339|24136|50754|70834|107746|109700|215653|230738|384009,Adam8|Ctnnb1|Cd44|Cflar|Flt1|Fpr2|Hmgcr|Igf1r|Irak1|Il6|Ksr1|Lif|Notch1|Osm|Pxn|Rasgrp1|Rock1|Ccl12|Ccl2|Ccl6|Ccl7|Sod1|Syk|Thbs1|Tiam1|Vegfa|Zeb2|Fbxw7|Spag9|Rapgef1|Itga1|Rassf2|Zc3h12a|Glipr2,-2.5,MyList
GO Biological Processes,19,GO:0022604,regulation of cell morphogenesis,,-4.4,2.5,4.8,18969,328,589,25,4.2,0.83,12317|12505|13542|13822|14457|16193|18472|18844|19303|20194|20293|20296|20351|20354|21844|22339|67784|69710|70834|74006|75788|108911|170736|207214|233489,Calr|Cd44|Dvl1|Epb41l2|Gas7|Il6|Pafah1b1|Plxna1|Pxn|S100a10|Ccl12|Ccl2|Sema4a|Sema4d|Tiam1|Vegfa|Plxnd1|Arap1|Spag9|Dnm1l|Smurf1|Rcc2|Parvb|Larp4|Picalm,-2.5,MyList
GO Biological Processes,19,GO:0032446,protein modification by small protein conjugation,,-4.4,2,4.5,18969,677,589,41,7,1,12387|13654|14629|14828|15251|15502|15516|15519|18023|19647|20128|20439|21929|22201|23806|29864|30877|50754|54473|54483|65019|66743|66915|70093|70208|74126|75234|75788|77853|77891|78294|80750|80985|93759|105689|108155|109910|212123|217069|217218|672511,Ctnnb1|Egr2|Gclc|Hspa5|Hif1a|Dnaja1|Hsp90ab1|Hsp90aa1|Nfe2l1|Rbbp6|Trim30a|Siah2|Tnfaip3|Uba1|Arih1|Rnf11|Gnl3|Fbxw7|Tollip|Mefv|Rpl23|Rnf220|Cops9|Ube2q1|Med23|Syvn1|Rnf19b|Smurf1|Msl2|Ube2s|Rps27a|N4bp1|Trim44|Sirt1|Mycbp2|Ogt|Zfp91|Dcaf15|Trim25|Atxn7l3|Rnf213,-2.4,MyList
