_MEMBER_MyList,_LogP_MyList,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-6.1,GO:0071375,cellular response to peptide hormone stimulus,M1,1,0
1,-5.8,WP493,MAPK signaling pathway,M1,1,0
1,-2.2,GO:0072683,T cell extravasation,M1,1,0
1,-4.3,GO:0071900,regulation of protein serine/threonine kinase activity,M1,1,0
1,-2,GO:1901889,negative regulation of cell junction assembly,M1,1,0
1,-3.5,mmu03015,mRNA surveillance pathway,M1,1,0
1,-2.5,GO:0001818,negative regulation of cytokine production,M1,1,0
1,-2.2,mmu04530,Tight junction,M1,1,0
1,-7,ko04810,Regulation of actin cytoskeleton,M1,1,0
1,-3,mmu04066,HIF-1 signaling pathway,M1,1,0
1,-2.1,mmu05134,Legionellosis,M1,1,0
1,-2.1,R-MMU-432142,Platelet sensitization by LDL,M1,1,0
1,-2.9,GO:0010720,positive regulation of cell development,M1,1,0
1,-3.5,GO:0070555,response to interleukin-1,M1,1,0
1,-2.3,ko05134,Legionellosis,M1,1,0
1,-4.1,GO:0014065,phosphatidylinositol 3-kinase signaling,M1,1,0
1,-3.4,ko04933,AGE-RAGE signaling pathway in diabetic complications,M1,1,0
1,-3.2,GO:0120161,regulation of cold-induced thermogenesis,M1,1,0
1,-2.3,GO:0050435,amyloid-beta metabolic process,M1,1,0
1,-2.1,GO:0048821,erythrocyte development,M1,1,0
1,-2.6,GO:0014897,striated muscle hypertrophy,M1,1,0
1,-2.1,GO:0045619,regulation of lymphocyte differentiation,M1,1,0
1,-2.8,GO:0034250,positive regulation of cellular amide metabolic process,M1,1,0
1,-2.2,GO:0014070,response to organic cyclic compound,M1,1,0
1,-5.2,GO:0043408,regulation of MAPK cascade,M1,1,0
1,-2.8,GO:0071248,cellular response to metal ion,M1,1,0
1,-11,GO:0032870,cellular response to hormone stimulus,M1,1,0
1,-2.7,GO:0043373,"CD4-positive, alpha-beta T cell lineage commitment",M1,1,0
1,-6.2,GO:0051272,positive regulation of cellular component movement,M1,1,0
1,-2.9,GO:0002009,morphogenesis of an epithelium,M1,1,0
1,-9.1,GO:1903313,positive regulation of mRNA metabolic process,M1,1,0
1,-4.7,GO:0043484,regulation of RNA splicing,M1,1,0
1,-2.1,R-MMU-3214842,HDMs demethylate histones,M1,1,0
1,-4.3,WP85,Focal Adhesion,M1,1,0
1,-5.4,ko05215,Prostate cancer,M1,1,0
1,-2.1,WP2841,Focal Adhesion-PI3K-Akt-mTOR-signaling pathway,M1,1,0
1,-5.7,WP1763,PluriNetWork: mechanisms associated with pluripotency,M1,1,0
1,-3.6,GO:0071407,cellular response to organic cyclic compound,M1,1,0
1,-2.9,GO:1990138,neuron projection extension,M1,1,0
1,-2.5,GO:0032436,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,M1,1,0
1,-4.1,R-MMU-9013148,CDC42 GTPase cycle,M1,1,0
1,-5.5,GO:0010810,regulation of cell-substrate adhesion,M1,1,0
1,-2.4,R-MMU-1483255,PI Metabolism,M1,1,0
1,-2.1,R-MMU-73856,RNA Polymerase II Transcription Termination,M1,1,0
1,-3,R-MMU-6804115,TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain,M1,1,0
1,-2.8,GO:0002433,immune response-regulating cell surface receptor signaling pathway involved in phagocytosis,M1,1,0
1,-3.2,GO:2000403,positive regulation of lymphocyte migration,M1,1,0
1,-6.1,GO:0018107,peptidyl-threonine phosphorylation,M1,1,0
1,-2.7,GO:0051301,cell division,M1,1,0
1,-3.5,GO:0001933,negative regulation of protein phosphorylation,M1,1,0
1,-11,GO:1903311,regulation of mRNA metabolic process,M1,1,0
1,-5,GO:0045859,regulation of protein kinase activity,M1,1,0
1,-5.1,mmu05205,Proteoglycans in cancer,M1,1,0
1,-2.8,GO:0051249,regulation of lymphocyte activation,M1,1,0
1,-8.4,GO:0030036,actin cytoskeleton organization,M1,1,0
1,-8.8,GO:0002521,leukocyte differentiation,M1,1,0
1,-2.1,GO:0033674,positive regulation of kinase activity,M1,1,0
1,-2.6,R-MMU-350054,Notch-HLH transcription pathway,M1,1,0
1,-3.2,GO:1903364,positive regulation of cellular protein catabolic process,M1,1,0
1,-4.4,GO:0060211,regulation of nuclear-transcribed mRNA poly(A) tail shortening,M1,1,0
1,-3.3,GO:0018023,peptidyl-lysine trimethylation,M1,1,0
1,-2.2,GO:0002011,morphogenesis of an epithelial sheet,M1,1,0
1,-2.8,R-MMU-199991,Membrane Trafficking,M1,1,0
1,-5.8,GO:0060147,regulation of posttranscriptional gene silencing,M1,1,0
1,-2.1,GO:0071875,adrenergic receptor signaling pathway,M1,1,0
1,-3.6,GO:0032943,mononuclear cell proliferation,M1,1,0
1,-4.7,R-MMU-9006925,Intracellular signaling by second messengers,M1,1,0
1,-3.1,GO:0002293,alpha-beta T cell differentiation involved in immune response,M1,1,0
1,-2,R-MMU-8876198,RAB GEFs exchange GTP for GDP on RABs,M1,1,0
1,-2.5,GO:0032922,circadian regulation of gene expression,M1,1,0
1,-4.9,GO:0071364,cellular response to epidermal growth factor stimulus,M1,1,0
1,-4.2,GO:0001666,response to hypoxia,M1,1,0
1,-2.5,GO:0014896,muscle hypertrophy,M1,1,0
1,-2.9,GO:0043393,regulation of protein binding,M1,1,0
1,-2.1,GO:0050792,regulation of viral process,M1,1,0
1,-2.2,mmu05223,Non-small cell lung cancer,M1,1,0
1,-2,GO:0110053,regulation of actin filament organization,M1,1,0
1,-4.2,GO:0031647,regulation of protein stability,M1,1,0
1,-2.2,GO:0030204,chondroitin sulfate metabolic process,M1,1,0
1,-2.1,GO:0090042,tubulin deacetylation,M1,1,0
1,-2.1,GO:1901722,regulation of cell proliferation involved in kidney development,M1,1,0
1,-2.6,mmu04658,Th1 and Th2 cell differentiation,M1,1,0
1,-2.7,GO:0006913,nucleocytoplasmic transport,M1,1,0
1,-7.1,GO:0016311,dephosphorylation,M1,1,0
1,-3.5,GO:0090130,tissue migration,M1,1,0
1,-2.8,GO:1903078,positive regulation of protein localization to plasma membrane,M1,1,0
1,-3.9,ko05221,Acute myeloid leukemia,M1,1,0
1,-5.8,GO:0060966,regulation of gene silencing by RNA,M1,1,0
1,-2.5,GO:1905475,regulation of protein localization to membrane,M1,1,0
1,-3.3,ko04722,Neurotrophin signaling pathway,M1,1,0
1,-2.9,GO:0002292,T cell differentiation involved in immune response,M1,1,0
1,-7.5,GO:0043487,regulation of RNA stability,M1,1,0
1,-6.1,GO:0060322,head development,M1,1,0
1,-5.3,GO:2000401,regulation of lymphocyte migration,M1,1,0
1,-3.1,ko04520,Adherens junction,M1,1,0
1,-2.7,GO:0070988,demethylation,M1,1,0
1,-2.5,R-MMU-141424,Amplification of signal from the kinetochores,M1,1,0
1,-2,GO:0048661,positive regulation of smooth muscle cell proliferation,M1,1,0
1,-2,R-MMU-352230,Amino acid transport across the plasma membrane,M1,1,0
1,-3.2,GO:0071453,cellular response to oxygen levels,M1,1,0
1,-2.4,GO:1902003,regulation of amyloid-beta formation,M1,1,0
1,-3.9,ko05152,Tuberculosis,M1,1,0
1,-3.4,GO:0071901,negative regulation of protein serine/threonine kinase activity,M1,1,0
1,-3.1,GO:0043065,positive regulation of apoptotic process,M1,1,0
1,-2.2,ko01521,EGFR tyrosine kinase inhibitor resistance,M1,1,0
1,-2.8,GO:0000375,"RNA splicing, via transesterification reactions",M1,1,0
1,-3.3,GO:0032515,negative regulation of phosphoprotein phosphatase activity,M1,1,0
1,-2,GO:0042692,muscle cell differentiation,M1,1,0
1,-3.8,R-MMU-1257604,PIP3 activates AKT signaling,M1,1,0
1,-2.3,GO:0021700,developmental maturation,M1,1,0
1,-3.1,GO:0060766,negative regulation of androgen receptor signaling pathway,M1,1,0
1,-3,GO:0045058,T cell selection,M1,1,0
1,-5.8,GO:0002262,myeloid cell homeostasis,M1,1,0
1,-3,GO:0060828,regulation of canonical Wnt signaling pathway,M1,1,0
1,-2.4,GO:0032606,type I interferon production,M1,1,0
1,-2.9,GO:0050865,regulation of cell activation,M1,1,0
1,-6.1,mmu05161,Hepatitis B,M1,1,0
1,-2.8,R-MMU-72202,Transport of Mature Transcript to Cytoplasm,M1,1,0
1,-7.5,GO:0007044,cell-substrate junction assembly,M1,1,0
1,-2.6,GO:0045807,positive regulation of endocytosis,M1,1,0
1,-3.3,GO:0002763,positive regulation of myeloid leukocyte differentiation,M1,1,0
1,-2.7,GO:1901724,positive regulation of cell proliferation involved in kidney development,M1,1,0
1,-2.1,GO:0008277,regulation of G protein-coupled receptor signaling pathway,M1,1,0
1,-2.1,R-MMU-193639,p75NTR signals via NF-kB,M1,1,0
1,-3,GO:0045123,cellular extravasation,M1,1,0
1,-2.5,GO:0006650,glycerophospholipid metabolic process,M1,1,0
1,-2.7,GO:0030853,negative regulation of granulocyte differentiation,M1,1,0
1,-3.1,GO:0061448,connective tissue development,M1,1,0
1,-3,GO:0044089,positive regulation of cellular component biogenesis,M1,1,0
1,-9.3,GO:0061013,regulation of mRNA catabolic process,M1,1,0
1,-4,GO:0035701,hematopoietic stem cell migration,M1,1,0
1,-4.8,ko05205,Proteoglycans in cancer,M1,1,0
1,-2.7,ko04330,Notch signaling pathway,M1,1,0
1,-2.3,GO:0043502,regulation of muscle adaptation,M1,1,0
1,-3.3,GO:0002065,columnar/cuboidal epithelial cell differentiation,M1,1,0
1,-2.6,ko04261,Adrenergic signaling in cardiomyocytes,M1,1,0
1,-5.2,ko04071,Sphingolipid signaling pathway,M1,1,0
1,-3.9,R-MMU-9607240,FLT3 Signaling,M1,1,0
1,-3.7,GO:0045475,locomotor rhythm,M1,1,0
1,-4.7,GO:0071674,mononuclear cell migration,M1,1,0
1,-2.3,R-MMU-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",M1,1,0
1,-4.4,GO:0043367,"CD4-positive, alpha-beta T cell differentiation",M1,1,0
1,-5.6,GO:0007507,heart development,M1,1,0
1,-3.2,GO:0008285,negative regulation of cell population proliferation,M1,1,0
1,-4.1,GO:0060968,regulation of gene silencing,M1,1,0
1,-3,GO:0072126,positive regulation of glomerular mesangial cell proliferation,M1,1,0
1,-4.3,mmu01522,Endocrine resistance,M1,1,0
1,-5.4,GO:0051348,negative regulation of transferase activity,M1,1,0
1,-2.4,GO:0000380,"alternative mRNA splicing, via spliceosome",M1,1,0
1,-4,R-MMU-5673001,RAF/MAP kinase cascade,M1,1,0
1,-3.8,GO:0016441,posttranscriptional gene silencing,M1,1,0
1,-2.2,GO:0002286,T cell activation involved in immune response,M1,1,0
1,-2.5,GO:0032945,negative regulation of mononuclear cell proliferation,M1,1,0
1,-2.4,R-MMU-72172,mRNA Splicing,M1,1,0
1,-3.8,GO:0046488,phosphatidylinositol metabolic process,M1,1,0
1,-3.2,GO:0016571,histone methylation,M1,1,0
1,-2.1,GO:0021932,hindbrain radial glia guided cell migration,M1,1,0
1,-2.9,GO:0010975,regulation of neuron projection development,M1,1,0
1,-2.6,GO:0030111,regulation of Wnt signaling pathway,M1,1,0
1,-2.1,GO:0044264,cellular polysaccharide metabolic process,M1,1,0
1,-3.6,GO:0035303,regulation of dephosphorylation,M1,1,0
1,-2.1,GO:1901991,negative regulation of mitotic cell cycle phase transition,M1,1,0
1,-3.5,GO:0010631,epithelial cell migration,M1,1,0
1,-2.4,GO:0002263,cell activation involved in immune response,M1,1,0
1,-2.2,GO:0042542,response to hydrogen peroxide,M1,1,0
1,-2.4,GO:0046685,response to arsenic-containing substance,M1,1,0
1,-5.7,GO:0030183,B cell differentiation,M1,1,0
1,-2.8,GO:0010035,response to inorganic substance,M1,1,0
1,-3.7,GO:0018205,peptidyl-lysine modification,M1,1,0
1,-2.7,GO:0003300,cardiac muscle hypertrophy,M1,1,0
1,-3.1,ko05145,Toxoplasmosis,M1,1,0
1,-3.9,GO:0007266,Rho protein signal transduction,M1,1,0
1,-3.2,GO:0045765,regulation of angiogenesis,M1,1,0
1,-3.2,GO:0002294,"CD4-positive, alpha-beta T cell differentiation involved in immune response",M1,1,0
1,-4.3,R-MMU-5684996,MAPK1/MAPK3 signaling,M1,1,0
1,-3.9,GO:0048545,response to steroid hormone,M1,1,0
1,-2.6,GO:0043542,endothelial cell migration,M1,1,0
1,-2.9,GO:1903038,negative regulation of leukocyte cell-cell adhesion,M1,1,0
1,-3.5,GO:0001776,leukocyte homeostasis,M1,1,0
1,-2.3,GO:1900026,positive regulation of substrate adhesion-dependent cell spreading,M1,1,0
1,-4.4,GO:0014911,positive regulation of smooth muscle cell migration,M1,1,0
1,-3.1,mmu05145,Toxoplasmosis,M1,1,0
1,-2.1,WP29,Notch Signaling Pathway,M1,1,0
1,-6.7,mmu04660,T cell receptor signaling pathway,M1,1,0
1,-2.5,ko04917,Prolactin signaling pathway,M1,1,0
1,-2.4,GO:0048729,tissue morphogenesis,M1,1,0
1,-2.2,GO:1904705,regulation of vascular associated smooth muscle cell proliferation,M1,1,0
1,-2.9,GO:1903960,negative regulation of anion transmembrane transport,M1,1,0
1,-2.2,GO:0034762,regulation of transmembrane transport,M1,1,0
1,-2,GO:0071902,positive regulation of protein serine/threonine kinase activity,M1,1,0
1,-2.9,GO:0007254,JNK cascade,M1,1,0
1,-2.3,GO:1904375,regulation of protein localization to cell periphery,M1,1,0
1,-4.3,GO:0001829,trophectodermal cell differentiation,M1,1,0
1,-2.8,GO:0071347,cellular response to interleukin-1,M1,1,0
1,-2.1,R-MMU-372708,p130Cas linkage to MAPK signaling for integrins,M1,1,0
1,-3.2,GO:0042113,B cell activation,M1,1,0
1,-2.2,GO:0030041,actin filament polymerization,M1,1,0
1,-3.2,GO:0035022,positive regulation of Rac protein signal transduction,M1,1,0
1,-3.1,GO:0031365,N-terminal protein amino acid modification,M1,1,0
1,-2.3,GO:0038094,Fc-gamma receptor signaling pathway,M1,1,0
1,-3.7,mmu05220,Chronic myeloid leukemia,M1,1,0
1,-2.1,WP265,Delta-Notch Signaling Pathway,M1,1,0
1,-4.5,ko04510,Focal adhesion,M1,1,0
1,-2.2,mmu04371,Apelin signaling pathway,M1,1,0
1,-2.9,GO:0048268,clathrin coat assembly,M1,1,0
1,-2.4,GO:0032480,negative regulation of type I interferon production,M1,1,0
1,-2.8,GO:0051250,negative regulation of lymphocyte activation,M1,1,0
1,-3.5,R-MMU-1660499,Synthesis of PIPs at the plasma membrane,M1,1,0
1,-6.4,GO:0048041,focal adhesion assembly,M1,1,0
1,-9,GO:0061157,mRNA destabilization,M1,1,0
1,-4.4,WP450,IL-2 Signaling Pathway,M1,1,0
1,-2.3,mmu04210,Apoptosis,M1,1,0
1,-3.3,R-MMU-1280218,Adaptive Immune System,M1,1,0
1,-2.4,mmu04140,Autophagy - animal,M1,1,0
1,-2.1,GO:0048598,embryonic morphogenesis,M1,1,0
1,-2,mmu04072,Phospholipase D signaling pathway,M1,1,0
1,-2,GO:0032479,regulation of type I interferon production,M1,1,0
1,-2.1,GO:0072109,glomerular mesangium development,M1,1,0
1,-2.8,GO:0008214,protein dealkylation,M1,1,0
1,-2.3,GO:0090224,regulation of spindle organization,M1,1,0
1,-2.2,GO:0043500,muscle adaptation,M1,1,0
1,-3.5,GO:0007623,circadian rhythm,M1,1,0
1,-7,GO:1903131,mononuclear cell differentiation,M1,1,0
1,-2.5,GO:0070482,response to oxygen levels,M1,1,0
1,-2.4,mmu04360,Axon guidance,M1,1,0
1,-2.3,ko04320,Dorso-ventral axis formation,M1,1,0
1,-2.1,GO:0043383,negative T cell selection,M1,1,0
1,-2.3,GO:1905269,positive regulation of chromatin organization,M1,1,0
1,-5.3,GO:0048588,developmental cell growth,M1,1,0
1,-2.3,GO:0006479,protein methylation,M1,1,0
1,-2.6,GO:0035308,negative regulation of protein dephosphorylation,M1,1,0
1,-8,WP373,IL-3 Signaling Pathway,M1,1,0
1,-4.3,GO:0060765,regulation of androgen receptor signaling pathway,M1,1,0
1,-2.3,WP246,TNF-alpha NF-kB Signaling Pathway,M1,1,0
1,-2.5,GO:0046328,regulation of JNK cascade,M1,1,0
1,-3.4,GO:0043369,"CD4-positive or CD8-positive, alpha-beta T cell lineage commitment",M1,1,0
1,-6.2,GO:0040017,positive regulation of locomotion,M1,1,0
1,-2.1,GO:0015693,magnesium ion transport,M1,1,0
1,-5,GO:0001701,in utero embryonic development,M1,1,0
1,-3.8,GO:0032446,protein modification by small protein conjugation,M1,1,0
1,-2.3,GO:0071285,cellular response to lithium ion,M1,1,0
1,-2.9,GO:0007163,establishment or maintenance of cell polarity,M1,1,0
1,-2.7,GO:1901214,regulation of neuron death,M1,1,0
1,-2.5,mmu00562,Inositol phosphate metabolism,M1,1,0
1,-2.1,GO:1903793,positive regulation of anion transport,M1,1,0
1,-5.9,GO:0060148,positive regulation of posttranscriptional gene silencing,M1,1,0
1,-3.8,WP3625,TYROBP Causal Network,M1,1,0
1,-7.3,GO:0048872,homeostasis of number of cells,M1,1,0
1,-4.2,GO:1903047,mitotic cell cycle process,M1,1,0
1,-2.8,R-MMU-72203,Processing of Capped Intron-Containing Pre-mRNA,M1,1,0
1,-2.2,GO:1990874,vascular associated smooth muscle cell proliferation,M1,1,0
1,-2.8,GO:0048259,regulation of receptor-mediated endocytosis,M1,1,0
1,-2.9,R-MMU-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",M1,1,0
1,-2.2,GO:0046620,regulation of organ growth,M1,1,0
1,-2.3,GO:1903977,positive regulation of glial cell migration,M1,1,0
1,-2.2,R-MMU-9013404,RAC2 GTPase cycle,M1,1,0
1,-2.8,GO:0038096,Fc-gamma receptor signaling pathway involved in phagocytosis,M1,1,0
1,-5.1,WP65,Insulin Signaling,M1,1,0
1,-2.6,GO:0002695,negative regulation of leukocyte activation,M1,1,0
1,-2.6,ko04022,cGMP-PKG signaling pathway,M1,1,0
1,-3.6,GO:0014812,muscle cell migration,M1,1,0
1,-2.5,GO:0070372,regulation of ERK1 and ERK2 cascade,M1,1,0
1,-4.9,GO:0045637,regulation of myeloid cell differentiation,M1,1,0
1,-2.9,GO:1903362,regulation of cellular protein catabolic process,M1,1,0
1,-2.2,GO:0043543,protein acylation,M1,1,0
1,-2.5,GO:0034115,negative regulation of heterotypic cell-cell adhesion,M1,1,0
1,-2.3,GO:0019079,viral genome replication,M1,1,0
1,-3,GO:0038127,ERBB signaling pathway,M1,1,0
1,-3.8,mmu05221,Acute myeloid leukemia,M1,1,0
1,-2.5,GO:0002694,regulation of leukocyte activation,M1,1,0
1,-2.8,GO:0008347,glial cell migration,M1,1,0
1,-3.6,GO:2000404,regulation of T cell migration,M1,1,0
1,-4.8,GO:0006898,receptor-mediated endocytosis,M1,1,0
1,-3.2,GO:0035278,miRNA mediated inhibition of translation,M1,1,0
1,-3.2,GO:0010564,regulation of cell cycle process,M1,1,0
1,-2.1,GO:0055006,cardiac cell development,M1,1,0
1,-2.3,GO:1902373,negative regulation of mRNA catabolic process,M1,1,0
1,-5.1,GO:0090109,regulation of cell-substrate junction assembly,M1,1,0
1,-3.3,GO:1903052,positive regulation of proteolysis involved in cellular protein catabolic process,M1,1,0
1,-11,GO:0034249,negative regulation of cellular amide metabolic process,M1,1,0
1,-5.2,GO:0046631,alpha-beta T cell activation,M1,1,0
1,-2.3,GO:0071695,anatomical structure maturation,M1,1,0
1,-5.5,GO:0016049,cell growth,M1,1,0
1,-2.6,GO:0046323,glucose import,M1,1,0
1,-4.3,GO:0044843,cell cycle G1/S phase transition,M1,1,0
1,-3.8,GO:0016601,Rac protein signal transduction,M1,1,0
1,-3.2,R-MMU-5674135,MAP2K and MAPK activation,M1,1,0
1,-9.4,R-MMU-9012999,RHO GTPase cycle,M1,1,0
1,-6,R-MMU-3247509,Chromatin modifying enzymes,M1,1,0
1,-3.1,GO:0016577,histone demethylation,M1,1,0
1,-2.7,GO:0070544,histone H3-K36 demethylation,M1,1,0
1,-3.1,GO:0040033,"negative regulation of translation, ncRNA-mediated",M1,1,0
1,-2.7,GO:0006413,translational initiation,M1,1,0
1,-5.7,GO:0006325,chromatin organization,M1,1,0
1,-3.5,WP544,Exercise-induced Circadian Regulation,M1,1,0
1,-3.2,GO:0061515,myeloid cell development,M1,1,0
1,-2.4,GO:0032648,regulation of interferon-beta production,M1,1,0
1,-4.7,GO:0016458,gene silencing,M1,1,0
1,-5.5,GO:0042326,negative regulation of phosphorylation,M1,1,0
1,-2.8,GO:0060284,regulation of cell development,M1,1,0
1,-2.1,GO:0044154,histone H3-K14 acetylation,M1,1,0
1,-5.5,GO:0032868,response to insulin,M1,1,0
1,-2.8,GO:0000398,"mRNA splicing, via spliceosome",M1,1,0
1,-3,ko04380,Osteoclast differentiation,M1,1,0
1,-2.1,GO:0043217,myelin maintenance,M1,1,0
1,-4.1,GO:0072657,protein localization to membrane,M1,1,0
1,-3.9,R-MMU-6804758,Regulation of TP53 Activity through Acetylation,M1,1,0
1,-4.7,GO:0008360,regulation of cell shape,M1,1,0
1,-5,GO:0042110,T cell activation,M1,1,0
1,-2.1,GO:0044262,cellular carbohydrate metabolic process,M1,1,0
1,-3.5,GO:0048017,inositol lipid-mediated signaling,M1,1,0
1,-7.4,GO:0007265,Ras protein signal transduction,M1,1,0
1,-2,GO:0005979,regulation of glycogen biosynthetic process,M1,1,0
1,-2,GO:0043277,apoptotic cell clearance,M1,1,0
1,-2,R-MMU-69618,Mitotic Spindle Checkpoint,M1,1,0
1,-3.1,GO:0010594,regulation of endothelial cell migration,M1,1,0
1,-4.2,GO:0035710,"CD4-positive, alpha-beta T cell activation",M1,1,0
1,-7,GO:1903827,regulation of cellular protein localization,M1,1,0
1,-2.9,GO:0043410,positive regulation of MAPK cascade,M1,1,0
1,-3.5,GO:0010634,positive regulation of epithelial cell migration,M1,1,0
1,-4.3,GO:0010638,positive regulation of organelle organization,M1,1,0
1,-3.5,GO:0010811,positive regulation of cell-substrate adhesion,M1,1,0
1,-2.8,GO:0034205,amyloid-beta formation,M1,1,0
1,-6.5,GO:2000147,positive regulation of cell motility,M1,1,0
1,-3.3,R-MMU-199418,Negative regulation of the PI3K/AKT network,M1,1,0
1,-2.2,mmu04213,Longevity regulating pathway - multiple species,M1,1,0
1,-3.3,GO:0045785,positive regulation of cell adhesion,M1,1,0
1,-2,mmu05214,Glioma,M1,1,0
1,-2.2,R-MMU-8848021,Signaling by PTK6,M1,1,0
1,-3,GO:0034330,cell junction organization,M1,1,0
1,-3.6,GO:0002761,regulation of myeloid leukocyte differentiation,M1,1,0
1,-6.3,GO:0045936,negative regulation of phosphate metabolic process,M1,1,0
1,-2.1,GO:0032272,negative regulation of protein polymerization,M1,1,0
1,-12,GO:0061014,positive regulation of mRNA catabolic process,M1,1,0
1,-2.9,GO:0046326,positive regulation of glucose import,M1,1,0
1,-3.9,ko05220,Chronic myeloid leukemia,M1,1,0
1,-4.5,GO:0001667,ameboidal-type cell migration,M1,1,0
1,-5.1,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,M1,1,0
1,-8,WP387,IL-6 signaling Pathway,M1,1,0
1,-5,GO:0048589,developmental growth,M1,1,0
1,-3,R-MMU-4420097,VEGFA-VEGFR2 Pathway,M1,1,0
1,-2.7,mmu04151,PI3K-Akt signaling pathway,M1,1,0
1,-5.3,GO:0034101,erythrocyte homeostasis,M1,1,0
1,-5.4,GO:0032869,cellular response to insulin stimulus,M1,1,0
1,-3.7,GO:0032970,regulation of actin filament-based process,M1,1,0
1,-3.1,R-MMU-9006934,Signaling by Receptor Tyrosine Kinases,M1,1,0
1,-2.2,GO:0032835,glomerulus development,M1,1,0
1,-8,GO:0051056,regulation of small GTPase mediated signal transduction,M1,1,0
1,-3.9,mmu05222,Small cell lung cancer,M1,1,0
1,-3.5,GO:0008366,axon ensheathment,M1,1,0
1,-2.8,R-MMU-3214841,PKMTs methylate histone lysines,M1,1,0
1,-2.4,GO:0071318,cellular response to ATP,M1,1,0
1,-2.3,GO:0009100,glycoprotein metabolic process,M1,1,0
1,-2.6,GO:0042058,regulation of epidermal growth factor receptor signaling pathway,M1,1,0
1,-6.6,GO:0046578,regulation of Ras protein signal transduction,M1,1,0
1,-2.8,R-MMU-9013420,RHOU GTPase cycle,M1,1,0
1,-2.4,GO:2001252,positive regulation of chromosome organization,M1,1,0
1,-3.4,GO:0045596,negative regulation of cell differentiation,M1,1,0
1,-5.6,GO:0016570,histone modification,M1,1,0
1,-4.5,R-MMU-9006931,Signaling by Nuclear Receptors,M1,1,0
1,-3.2,ko04668,TNF signaling pathway,M1,1,0
1,-3,GO:1905634,regulation of protein localization to chromatin,M1,1,0
1,-4.4,GO:0045639,positive regulation of myeloid cell differentiation,M1,1,0
1,-3.4,R-MMU-193704,p75 NTR receptor-mediated signalling,M1,1,0
1,-3.2,GO:0030855,epithelial cell differentiation,M1,1,0
1,-2.2,R-MMU-9006927,Signaling by Non-Receptor Tyrosine Kinases,M1,1,0
1,-11,GO:0016071,mRNA metabolic process,M1,1,0
1,-7.1,GO:0150115,cell-substrate junction organization,M1,1,0
1,-2.9,GO:0198738,cell-cell signaling by wnt,M1,1,0
1,-2.7,ko04659,Th17 cell differentiation,M1,1,0
1,-2.2,GO:0003301,physiological cardiac muscle hypertrophy,M1,1,0
1,-4,R-MMU-429914,Deadenylation-dependent mRNA decay,M1,1,0
1,-2.3,GO:0055065,metal ion homeostasis,M1,1,0
1,-2.3,GO:0010038,response to metal ion,M1,1,0
1,-2.3,GO:0010770,positive regulation of cell morphogenesis involved in differentiation,M1,1,0
1,-2.1,ko04012,ErbB signaling pathway,M1,1,0
1,-3.4,WP1560,MicroRNAs in Cardiomyocyte Hypertrophy,M1,1,0
1,-2.8,GO:0048008,platelet-derived growth factor receptor signaling pathway,M1,1,0
1,-4,ko05166,HTLV-I infection,M1,1,0
1,-2.1,GO:2000628,regulation of miRNA metabolic process,M1,1,0
1,-2.8,WP6,Integrin-mediated Cell Adhesion,M1,1,0
1,-2.4,GO:0060216,definitive hemopoiesis,M1,1,0
1,-2.7,GO:0031346,positive regulation of cell projection organization,M1,1,0
1,-2.3,GO:0043470,regulation of carbohydrate catabolic process,M1,1,0
1,-2.2,GO:0061437,renal system vasculature development,M1,1,0
1,-5.4,WP523,Regulation of Actin Cytoskeleton,M1,1,0
1,-2.7,GO:0014066,regulation of phosphatidylinositol 3-kinase signaling,M1,1,0
1,-3.7,GO:0036294,cellular response to decreased oxygen levels,M1,1,0
1,-3.4,GO:0042330,taxis,M1,1,0
1,-2.8,GO:0071559,response to transforming growth factor beta,M1,1,0
1,-2.9,GO:0032990,cell part morphogenesis,M1,1,0
1,-2.1,GO:0090263,positive regulation of canonical Wnt signaling pathway,M1,1,0
1,-4,GO:0042098,T cell proliferation,M1,1,0
1,-3.4,R-MMU-9706369,Negative regulation of FLT3,M1,1,0
1,-4.8,GO:0150116,regulation of cell-substrate junction organization,M1,1,0
1,-2,GO:0032102,negative regulation of response to external stimulus,M1,1,0
1,-2.3,R-MMU-157118,Signaling by NOTCH,M1,1,0
1,-2.9,ko04340,Hedgehog signaling pathway,M1,1,0
1,-3,mmu04520,Adherens junction,M1,1,0
1,-2.3,GO:0008213,protein alkylation,M1,1,0
1,-2,GO:0045727,positive regulation of translation,M1,1,0
1,-2.5,GO:0034113,heterotypic cell-cell adhesion,M1,1,0
1,-2.7,GO:0051169,nuclear transport,M1,1,0
1,-5.6,GO:0010606,positive regulation of cytoplasmic mRNA processing body assembly,M1,1,0
1,-3,ko05100,Bacterial invasion of epithelial cells,M1,1,0
1,-3.5,GO:0030336,negative regulation of cell migration,M1,1,0
1,-3.1,GO:0045947,negative regulation of translational initiation,M1,1,0
1,-3.7,mmu04611,Platelet activation,M1,1,0
1,-2.9,ko04915,Estrogen signaling pathway,M1,1,0
1,-2.7,GO:2000058,regulation of ubiquitin-dependent protein catabolic process,M1,1,0
